Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
TransportBrain,10.229,1896.445,243.399,5129,5.136
TransportBrain,10.414,1933.525,289.408,5125,5.340
TransportBrain,10.475,1971.184,295.594,5129,5.455
TransportBrain,9.996,2008.542,302.462,5126,5.518
TransportBrain,9.923,2045.579,292.893,5132,5.784
TransportBrain,10.278,2081.251,270.128,5136,5.602
TransportBrain,10.128,2116.995,269.944,5136,5.780
TransportBrain,9.792,2153.596,288.853,5122,5.627
TransportBrain,9.577,2187.991,260.580,5129,6.057
TransportBrain,9.419,2221.252,241.926,5130,6.131
TransportBrain,10.342,2255.859,244.093,5138,6.014
TransportBrain,10.457,2293.296,287.435,5126,6.169
TransportBrain,9.988,2330.428,293.706,5121,6.276
TransportBrain,9.998,2366.959,284.980,5129,6.287
TransportBrain,9.768,2403.204,283.905,5132,6.362
TransportBrain,10.279,2439.678,274.337,5127,6.293
TransportBrain,10.186,2474.406,255.884,5121,6.509
TransportBrain,9.581,2510.998,292.665,5122,6.527
TransportBrain,9.649,2544.614,242.371,5139,6.567
TransportBrain,10.226,2579.990,263.692,5124,6.745
TransportBrain,10.377,2617.602,293.590,5123,6.493
TransportBrain,10.270,2655.350,298.046,5138,6.765
TransportBrain,10.226,2692.888,293.100,5135,6.745
TransportBrain,10.023,2730.455,292.710,5125,6.651
TransportBrain,9.893,2766.596,279.309,5128,6.761
TransportBrain,10.118,2802.685,274.580,5129,6.791
TransportBrain,10.238,2839.082,276.229,5126,6.894
TransportBrain,9.585,2874.636,274.753,5134,6.918
TransportBrain,9.618,2908.687,248.307,5135,6.778
TransportBrain,10.343,2944.073,259.008,5128,6.784
TransportBrain,10.324,2981.949,299.514,5121,7.172
TransportBrain,10.325,3020.252,302.032,5131,6.917
TransportBrain,10.148,3057.917,297.078,5123,7.114
TransportBrain,9.997,3096.039,306.388,5141,7.072
TransportBrain,10.099,3129.567,234.063,5124,7.174
TransportBrain,10.248,3165.045,262.231,5143,7.192
TransportBrain,9.633,3201.132,277.298,5129,7.114
TransportBrain,9.624,3235.921,261.047,5131,7.248
TransportBrain,10.173,3270.255,243.429,5123,7.418
TransportBrain,10.386,3306.067,249.906,5125,7.399
TransportBrain,10.296,3344.451,301.241,5132,7.265
TransportBrain,10.406,3382.205,293.935,5129,7.378
TransportBrain,10.096,3419.963,294.283,5129,7.181
TransportBrain,10.026,3457.935,303.426,5129,7.512
TransportBrain,10.172,3493.519,267.343,5121,7.326
TransportBrain,10.252,3529.152,260.903,5126,7.403
TransportBrain,9.648,3565.422,278.514,5125,7.136
TransportBrain,9.744,3599.590,245.509,5123,7.366
TransportBrain,10.285,3641.037,259.074,5174,7.442
TransportBrain,10.009,3676.743,279.168,5131,7.607
TransportBrain,9.969,3711.172,256.902,5162,7.685
TransportBrain,9.531,3744.967,254.163,5138,7.726
TransportBrain,9.605,3776.974,229.892,5124,7.564
TransportBrain,9.698,3809.306,232.581,5124,7.679
TransportBrain,9.871,3841.179,228.558,5125,7.716
TransportBrain,9.776,3872.320,209.725,5140,7.794
TransportBrain,9.064,3901.344,184.716,5127,7.859
TransportBrain,9.231,3930.391,191.573,5129,7.860
TransportBrain,9.677,3960.996,210.225,5146,7.872
TransportBrain,10.516,3992.562,219.502,5126,7.859
TransportBrain,10.033,4029.479,279.649,5144,7.945
TransportBrain,10.115,4064.128,262.188,5140,7.901
TransportBrain,9.958,4098.953,268.753,5155,7.930
TransportBrain,9.196,4131.031,238.912,5126,8.021
TransportBrain,9.765,4161.452,205.806,5134,7.927
