Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
TransportBrain,9.926,1768.145,260.313,5123,6.184
TransportBrain,10.041,1804.209,279.585,5129,6.376
TransportBrain,10.088,1838.254,237.131,5121,6.409
TransportBrain,9.659,1871.160,234.790,5123,6.402
TransportBrain,10.200,1907.026,272.363,5153,6.405
TransportBrain,10.090,1942.335,264.793,5129,6.666
TransportBrain,9.879,1977.515,261.079,5125,6.848
TransportBrain,10.393,2012.039,254.339,5139,6.578
TransportBrain,10.176,2048.583,281.186,5121,6.779
TransportBrain,9.941,2084.965,286.003,5121,6.798
TransportBrain,10.049,2121.975,292.829,5125,6.667
TransportBrain,9.964,2157.382,270.436,5130,6.786
TransportBrain,9.890,2193.409,284.054,5132,6.698
TransportBrain,10.213,2229.023,270.302,5121,7.087
TransportBrain,9.874,2261.915,229.649,5128,6.877
TransportBrain,9.884,2295.710,241.662,5121,6.724
TransportBrain,10.627,2332.649,285.217,5124,6.856
TransportBrain,10.578,2370.293,291.940,5124,6.968
TransportBrain,10.746,2408.513,300.113,5124,7.087
TransportBrain,10.609,2446.546,294.135,5123,6.837
TransportBrain,10.486,2483.866,286.452,5121,6.887
TransportBrain,10.658,2521.673,290.307,5128,6.835
TransportBrain,10.211,2558.878,291.019,5127,7.146
TransportBrain,10.428,2596.705,294.673,5144,5.161
TransportBrain,9.609,2628.932,226.476,5130,5.128
TransportBrain,10.027,2661.879,234.236,5123,6.056
TransportBrain,10.415,2698.343,277.007,5127,6.385
TransportBrain,10.211,2736.565,294.623,5123,4.264
TransportBrain,9.987,2772.562,280.372,5122,7.272
TransportBrain,9.594,2805.243,235.595,5161,3.695
TransportBrain,9.296,2836.656,226.371,5145,1.125
TransportBrain,9.884,2868.752,228.312,5125,1.125
TransportBrain,10.316,2901.472,234.100,5129,2.029
TransportBrain,10.189,2939.424,293.704,5127,0.169
TransportBrain,9.840,2980.201,326.467,5131,-0.001
TransportBrain,9.933,3021.303,338.674,5121,-0.003
TransportBrain,9.970,3057.745,281.497,5140,0.302
TransportBrain,9.658,3095.155,298.184,5126,0.108
TransportBrain,9.682,3126.628,227.806,5122,1.092
TransportBrain,9.516,3160.083,237.860,5136,0.011
TransportBrain,9.748,3191.766,225.215,5139,1.129
TransportBrain,9.580,3226.434,264.665,5131,0.201
TransportBrain,9.535,3263.554,283.963,5121,0.005
TransportBrain,9.480,3301.083,278.836,5123,-0.002
TransportBrain,9.954,3336.779,244.123,5132,-0.003
TransportBrain,9.988,3368.848,213.286,5149,0.284
TransportBrain,9.974,3401.490,223.677,5126,0.006
TransportBrain,9.950,3434.122,223.293,5127,0.496
TransportBrain,9.790,3466.447,225.290,5141,0.553
TransportBrain,10.401,3500.170,243.727,5131,0.041
TransportBrain,10.074,3535.027,265.372,5150,0.221
TransportBrain,10.671,3569.919,254.018,5138,0.217
TransportBrain,10.268,3605.841,273.446,5148,0.061
TransportBrain,10.285,3641.037,259.074,5174,0.098
TransportBrain,10.009,3676.743,279.168,5131,0.142
TransportBrain,9.969,3711.172,256.902,5162,0.282
TransportBrain,9.531,3744.967,254.163,5138,0.413
TransportBrain,9.605,3776.974,229.892,5124,0.411
TransportBrain,9.698,3809.306,232.581,5124,1.231
TransportBrain,9.871,3841.179,228.558,5125,0.971
TransportBrain,9.776,3872.320,209.725,5140,1.509
TransportBrain,9.064,3901.344,184.716,5127,1.292
TransportBrain,9.231,3930.391,191.573,5129,0.754
TransportBrain,9.677,3960.996,210.225,5146,0.179
TransportBrain,10.516,3992.562,219.502,5126,0.563
TransportBrain,10.033,4029.479,279.649,5144,0.431
TransportBrain,10.115,4064.128,262.188,5140,1.143
TransportBrain,9.958,4098.953,268.753,5155,0.896
TransportBrain,9.196,4131.031,238.912,5126,1.040
TransportBrain,9.765,4161.452,205.806,5134,1.307
