Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,64.344,8045.731,346.167,5133,260.495
PositionBrain,58.632,8135.784,341.268,5137,227.281
PositionBrain,62.034,8227.824,318.529,5125,250.589
PositionBrain,55.201,8309.911,287.628,5121,277.095
PositionBrain,57.215,8396.420,326.123,5126,318.551
PositionBrain,64.203,8492.085,341.418,5134,291.952
PositionBrain,61.529,8585.559,349.247,5125,299.116
PositionBrain,60.473,8675.459,311.089,5134,316.085
PositionBrain,58.295,8766.083,342.730,5122,276.161
PositionBrain,57.448,8850.626,279.428,5132,299.747
PositionBrain,59.415,8940.308,332.106,5129,317.280
PositionBrain,64.917,9037.752,350.848,5134,338.937
PositionBrain,60.420,9129.710,339.874,5123,325.336
PositionBrain,59.447,9218.354,311.950,5127,321.817
PositionBrain,59.695,9310.247,345.593,5148,328.856
PositionBrain,56.794,9394.600,294.985,5130,363.578
PositionBrain,57.984,9482.591,343.970,5123,350.571
PositionBrain,65.025,9580.575,354.734,5121,372.473
PositionBrain,61.690,9674.627,351.381,5121,387.961
PositionBrain,59.076,9763.557,323.461,5123,378.061
PositionBrain,64.056,9859.718,345.796,5127,390.413
PositionBrain,61.136,9951.814,337.186,5138,401.195
PositionBrain,63.523,10047.725,340.456,5129,400.644
PositionBrain,58.356,10138.507,343.018,5137,438.409
PositionBrain,63.671,10231.296,321.613,5123,410.719
PositionBrain,55.035,10317.420,324.322,5127,428.452
PositionBrain,59.996,10406.705,312.282,5122,433.240
PositionBrain,65.284,10502.150,320.438,5128,442.274
PositionBrain,64.715,10598.753,330.638,5138,470.172
PositionBrain,59.641,10688.275,327.242,5134,451.803
PositionBrain,62.389,10782.720,345.585,5122,467.115
PositionBrain,57.739,10868.047,280.132,5143,463.676
PositionBrain,59.277,10957.081,323.237,5123,492.049
PositionBrain,66.580,11055.658,347.972,5150,476.241
PositionBrain,63.817,11151.536,339.182,5139,496.694
PositionBrain,57.750,11238.872,318.330,5126,495.880
PositionBrain,60.950,11331.845,348.757,5131,494.326
PositionBrain,56.908,11416.618,281.784,5124,508.561
PositionBrain,59.134,11507.121,347.200,5140,526.826
PositionBrain,65.372,11603.716,333.884,5121,530.652
PositionBrain,63.326,11699.218,335.205,5129,534.023
PositionBrain,58.939,11788.043,316.176,5125,545.844
PositionBrain,58.538,11879.660,345.050,5129,574.786
PositionBrain,56.306,11964.496,315.443,5125,561.802
PositionBrain,58.039,12053.118,329.442,5133,579.557
PositionBrain,65.017,12151.364,348.976,5145,581.476
PositionBrain,62.318,12247.059,348.051,5126,594.512
PositionBrain,60.988,12338.910,322.889,5129,592.427
PositionBrain,56.912,12429.059,335.479,5122,604.521
PositionBrain,59.091,12518.238,321.286,5137,617.074
PositionBrain,62.880,12612.123,324.101,5122,624.204
PositionBrain,63.608,12709.783,346.664,5126,633.560
PositionBrain,59.266,12802.250,351.252,5147,641.068
PositionBrain,62.724,12898.649,349.700,5125,642.522
PositionBrain,58.531,12989.422,351.372,5126,651.291
PositionBrain,57.935,13080.204,353.416,5127,673.271
PositionBrain,66.215,13180.917,354.011,5142,676.399
PositionBrain,61.603,13277.751,349.257,5121,670.466
PositionBrain,64.121,13374.250,340.307,5129,685.851
PositionBrain,55.703,13464.771,352.412,5124,699.981
PositionBrain,58.353,13553.913,320.616,5126,712.791
PositionBrain,66.022,13653.210,346.319,5140,709.804
PositionBrain,64.048,13753.511,365.190,5125,734.030
PositionBrain,58.417,13846.528,356.894,5123,724.928
PositionBrain,64.777,13946.504,368.341,5127,737.854
PositionBrain,57.403,14039.028,356.118,5122,748.832
PositionBrain,59.233,14134.206,382.434,5123,744.237
PositionBrain,66.078,14235.212,368.884,5121,759.486
PositionBrain,64.524,14337.354,384.821,5123,758.337
PositionBrain,59.013,14431.813,361.206,5124,756.481
PositionBrain,64.279,14532.804,366.589,5127,765.841
PositionBrain,58.262,14625.099,352.028,5131,765.105
PositionBrain,58.164,14717.955,354.447,5122,763.415
PositionBrain,64.853,14820.274,379.320,5124,762.779
PositionBrain,62.917,14920.856,372.080,5128,767.852
PositionBrain,59.526,15015.285,365.465,5130,778.876
PositionBrain,58.941,15111.851,396.201,5128,769.946
PositionBrain,57.460,15203.516,323.220,5123,772.000
PositionBrain,58.021,15297.532,375.722,5124,782.945
PositionBrain,64.095,15396.569,365.391,5129,777.351
PositionBrain,63.659,15497.775,373.765,5124,785.463
PositionBrain,59.092,15591.779,356.272,5145,783.084
PositionBrain,59.899,15688.731,379.846,5132,784.536
PositionBrain,57.342,15778.963,349.026,5130,779.909
PositionBrain,59.109,15872.676,359.048,5126,794.226
PositionBrain,63.911,15973.914,372.891,5130,794.708
PositionBrain,59.604,16070.812,388.647,5134,790.884
PositionBrain,63.200,16169.636,344.190,5125,792.298
PositionBrain,58.330,16262.691,350.314,5130,788.945
PositionBrain,60.479,16358.912,354.286,5130,793.279
PositionBrain,65.241,16462.474,376.355,5137,794.703
PositionBrain,59.059,16558.718,381.546,5121,794.198
PositionBrain,63.257,16658.446,371.886,5136,797.504
PositionBrain,55.931,16748.211,339.450,5121,794.665
PositionBrain,59.727,16842.712,353.545,5121,789.890
PositionBrain,65.114,16946.349,389.020,5121,797.937
PositionBrain,60.583,17044.920,392.148,5122,796.543
PositionBrain,62.313,17142.917,367.075,5137,798.437
PositionBrain,55.190,17234.893,374.126,5133,800.253
PositionBrain,58.240,17327.555,349.920,5127,796.554
PositionBrain,64.159,17429.570,379.510,5126,800.245
PositionBrain,60.747,17528.035,384.830,5121,798.402
PositionBrain,61.229,17624.116,360.370,5127,800.724
PositionBrain,64.281,17726.898,393.727,5132,800.719
PositionBrain,63.211,17827.094,367.969,5126,799.328
PositionBrain,65.282,17930.855,391.827,5123,799.809
