Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,31.327,3606.497,272.995,5212,336.519
PositionBrain,30.999,3660.599,286.160,5133,374.355
PositionBrain,36.414,3723.039,307.128,5232,431.082
PositionBrain,34.382,3775.481,207.188,5157,264.583
PositionBrain,32.298,3841.618,397.512,5555,404.104
PositionBrain,31.163,3892.831,233.484,5213,312.909
PositionBrain,37.108,3950.712,238.570,5639,305.443
PositionBrain,29.103,4007.830,343.789,5125,372.037
PositionBrain,34.089,4067.200,312.247,5177,271.106
PositionBrain,36.690,4121.481,200.076,5164,283.075
PositionBrain,32.069,4183.251,336.648,5232,416.164
PositionBrain,30.499,4231.821,213.398,5331,381.111
PositionBrain,35.367,4292.095,291.483,5402,378.473
PositionBrain,32.029,4350.461,308.905,5139,386.698
PositionBrain,31.915,4403.630,255.822,5348,452.475
PositionBrain,36.631,4465.554,314.097,5178,343.390
PositionBrain,35.209,4532.297,367.579,5364,385.611
PositionBrain,29.863,4581.481,210.539,5176,302.467
PositionBrain,34.689,4639.999,282.423,5511,342.782
PositionBrain,30.705,4694.072,272.141,5239,411.284
PositionBrain,30.235,4753.013,348.890,5462,373.241
PositionBrain,34.824,4809.560,250.707,5201,400.336
PositionBrain,33.918,4870.390,314.157,5210,344.483
PositionBrain,31.249,4926.638,296.801,5254,368.355
PositionBrain,34.015,4978.985,216.274,5175,423.197
PositionBrain,31.764,5038.745,331.052,5234,401.038
PositionBrain,30.832,5092.855,286.509,5417,358.426
PositionBrain,35.639,5151.938,292.117,5173,373.121
PositionBrain,33.826,5215.989,350.577,5173,386.975
PositionBrain,33.933,5267.115,202.653,5407,413.363
PositionBrain,29.258,5320.313,290.020,5126,374.387
PositionBrain,33.024,5373.756,240.529,5276,385.417
PositionBrain,30.301,5435.697,372.720,5274,407.625
PositionBrain,31.193,5485.975,230.776,5126,377.420
PositionBrain,34.958,5551.303,358.167,5167,418.524
PositionBrain,34.531,5604.420,200.942,5300,337.730
PositionBrain,30.795,5660.104,292.817,5248,493.692
PositionBrain,33.238,5719.492,305.951,5592,405.811
PositionBrain,34.682,5779.453,290.821,5364,433.095
PositionBrain,31.819,5832.523,257.702,5277,304.915
PositionBrain,35.085,5897.496,375.508,5348,419.162
PositionBrain,35.860,5956.746,275.197,5357,422.380
PositionBrain,30.887,6011.400,279.530,5222,446.599
PositionBrain,32.038,6067.941,289.903,5223,315.249
PositionBrain,36.209,6131.944,323.740,5592,421.463
PositionBrain,34.100,6180.871,167.025,5179,416.945
PositionBrain,34.245,6245.861,374.772,5647,395.781
PositionBrain,33.608,6307.447,348.071,5239,454.937
PositionBrain,37.366,6366.464,251.476,5398,470.418
PositionBrain,33.447,6426.848,311.129,5388,365.377
PositionBrain,34.293,6486.145,296.175,5215,425.208
PositionBrain,34.438,6541.758,244.345,5308,370.819
PositionBrain,29.851,6597.884,329.310,5310,549.889
PositionBrain,31.627,6650.748,254.140,5518,362.811
PositionBrain,35.947,6711.137,276.893,5329,419.198
PositionBrain,34.225,6777.666,384.089,5591,385.233
PositionBrain,31.514,6831.229,255.780,5385,360.850
PositionBrain,32.283,6892.538,357.844,5241,394.295
PositionBrain,34.284,6940.957,163.786,5130,329.897
PositionBrain,31.564,7002.475,339.450,5300,392.551
PositionBrain,32.767,7060.555,307.984,5270,400.006
PositionBrain,35.592,7120.536,282.058,5361,477.557
PositionBrain,33.003,7179.699,305.287,5250,403.488
PositionBrain,30.070,7231.317,260.033,5150,412.706
PositionBrain,36.785,7293.694,296.064,5570,442.251
PositionBrain,31.384,7351.266,311.729,5219,368.727
PositionBrain,33.957,7407.081,266.631,5593,382.301
PositionBrain,36.420,7471.868,335.345,5160,454.250
PositionBrain,34.022,7530.768,286.468,5202,451.852
PositionBrain,30.502,7583.181,254.259,5240,443.237
PositionBrain,32.027,7637.734,269.905,5299,454.300
PositionBrain,34.730,7697.797,301.498,5283,424.328
PositionBrain,29.862,7751.931,293.235,5286,411.463
PositionBrain,29.141,7807.218,319.446,5121,410.871
PositionBrain,41.651,7871.281,254.885,5817,373.943
PositionBrain,32.583,7933.117,330.955,5204,449.154
PositionBrain,32.378,7990.884,302.699,5165,365.281
PositionBrain,34.774,8049.301,279.365,5555,437.462
PositionBrain,33.171,8111.475,349.838,5517,412.916
PositionBrain,33.151,8171.495,333.649,5300,398.788
PositionBrain,35.349,8230.551,270.562,5213,445.709
PositionBrain,29.727,8278.525,213.788,5234,331.298
PositionBrain,33.380,8340.463,337.888,5559,405.277
PositionBrain,33.716,8393.269,228.189,5391,429.031
PositionBrain,30.353,8450.523,309.653,5168,442.744
PositionBrain,30.440,8507.205,312.630,5214,386.869
PositionBrain,35.179,8578.521,451.775,5707,386.135
PositionBrain,37.692,8636.915,234.909,5585,339.491
PositionBrain,32.615,8693.091,261.213,5516,369.905
PositionBrain,32.764,8749.778,281.753,5431,456.344
PositionBrain,32.093,8811.290,338.777,5184,463.523
PositionBrain,34.843,8868.946,280.900,5604,392.041
PositionBrain,32.569,8923.913,271.916,5267,443.773
PositionBrain,35.271,8988.140,338.767,5163,459.293
PositionBrain,32.524,9040.786,233.151,5323,421.250
PositionBrain,34.223,9101.352,313.471,5419,440.308
PositionBrain,34.519,9162.830,314.322,5515,475.639
PositionBrain,33.050,9222.516,317.278,5533,316.984
PositionBrain,35.350,9281.194,284.632,5427,463.174
PositionBrain,33.612,9348.252,395.141,5155,495.354
PositionBrain,33.837,9403.370,244.326,5493,352.771
PositionBrain,35.037,9454.248,187.095,5250,421.825
PositionBrain,31.313,9518.566,397.428,5198,389.497
PositionBrain,33.536,9572.597,249.604,5302,470.467
PositionBrain,35.741,9636.788,347.810,5204,434.607
PositionBrain,36.980,9696.441,260.774,5273,490.837
PositionBrain,31.863,9747.602,225.935,5188,388.794
PositionBrain,35.431,9812.315,349.218,5451,426.033
PositionBrain,33.566,9865.377,223.390,5242,431.680
PositionBrain,30.454,9920.258,303.614,5178,427.528
PositionBrain,37.798,9986.814,362.407,5276,517.480
PositionBrain,34.549,10045.477,282.744,5193,441.178
PositionBrain,32.383,10105.683,335.200,5579,456.519
PositionBrain,32.709,10161.694,286.840,5342,446.831
PositionBrain,30.647,10221.319,345.998,5228,501.659
PositionBrain,33.376,10274.225,237.508,5265,461.889
PositionBrain,37.392,10341.117,368.104,5280,423.416
PositionBrain,38.388,10404.358,295.669,5657,442.399
PositionBrain,32.418,10461.249,289.807,5331,469.941
PositionBrain,34.043,10516.200,248.405,5140,462.644
PositionBrain,33.411,10581.257,384.697,5181,400.733
PositionBrain,32.685,10638.011,295.582,5170,457.896
PositionBrain,36.054,10693.294,218.668,5307,465.651
PositionBrain,33.392,10753.517,306.578,5141,586.176
PositionBrain,30.407,10803.965,238.613,5176,472.465
PositionBrain,34.360,10871.459,406.964,5207,442.270
PositionBrain,33.917,10928.489,276.362,5173,399.290
PositionBrain,30.479,10985.298,325.552,5139,398.000
PositionBrain,36.085,11047.651,307.122,5270,380.097
PositionBrain,33.064,11105.890,299.263,5336,401.199
PositionBrain,30.957,11156.084,224.614,5375,391.738
PositionBrain,34.456,11219.519,348.005,5191,453.628
PositionBrain,33.212,11275.258,262.269,5144,472.816
PositionBrain,32.792,11335.255,337.157,5234,419.274
PositionBrain,38.006,11397.449,280.860,5292,465.151
PositionBrain,32.996,11459.635,318.712,5230,506.238
PositionBrain,34.050,11513.544,221.918,5381,507.371
PositionBrain,33.613,11574.598,329.601,5198,486.382
PositionBrain,33.522,11639.155,377.028,5305,440.055
PositionBrain,34.692,11692.346,220.599,5484,313.966
PositionBrain,37.580,11760.762,361.315,5289,453.013
PositionBrain,31.587,11815.134,269.118,5131,507.455
PositionBrain,33.544,11876.222,330.200,5447,415.926
PositionBrain,33.058,11927.370,215.625,5147,321.220
PositionBrain,35.482,11990.254,318.508,5449,463.653
PositionBrain,32.954,12044.790,252.892,5256,403.397
PositionBrain,38.901,12117.095,422.487,5634,462.273
PositionBrain,36.761,12172.694,214.124,5208,377.232
PositionBrain,32.054,12230.580,305.380,5159,433.351
PositionBrain,33.974,12287.879,273.249,5209,371.928
PositionBrain,35.008,12345.407,264.407,5257,422.391
PositionBrain,32.691,12403.553,303.968,5233,376.517
PositionBrain,33.802,12460.929,290.744,5148,413.919
PositionBrain,38.228,12533.353,403.640,5290,392.292
PositionBrain,33.103,12588.155,243.021,5368,528.714
PositionBrain,32.228,12641.119,240.975,5494,479.019
PositionBrain,36.409,12712.074,415.244,5455,400.446
PositionBrain,33.724,12762.024,181.597,5140,451.976
PositionBrain,33.720,12830.290,431.641,5704,428.260
PositionBrain,37.873,12892.346,280.693,5212,455.006
PositionBrain,34.578,12949.766,260.260,5275,454.205
PositionBrain,32.395,13012.292,361.252,5125,472.417
PositionBrain,33.864,13068.577,255.757,5495,425.902
PositionBrain,31.415,13123.390,269.047,5193,390.419
PositionBrain,33.267,13183.748,330.373,5512,452.758
PositionBrain,35.480,13246.891,333.433,5213,495.083
PositionBrain,37.402,13315.474,368.149,5543,485.579
PositionBrain,34.608,13375.184,304.309,5498,361.773
PositionBrain,34.628,13437.575,343.934,5324,500.695
PositionBrain,31.225,13489.172,231.125,5217,500.908
PositionBrain,33.923,13546.579,285.391,5394,491.275
PositionBrain,38.535,13612.591,341.638,5535,480.400
PositionBrain,33.122,13672.101,295.853,5148,513.427
PositionBrain,31.824,13726.202,262.493,5242,472.751
PositionBrain,32.298,13784.207,304.414,5332,436.098
PositionBrain,32.129,13842.914,310.554,5138,461.091
PositionBrain,31.441,13899.825,310.093,5153,401.601
PositionBrain,35.643,13959.502,292.947,5476,499.544
PositionBrain,40.825,14033.984,383.385,5661,472.914
PositionBrain,33.303,14089.578,258.952,5331,453.311
PositionBrain,34.356,14148.734,304.351,5224,470.713
PositionBrain,33.785,14204.693,264.309,5131,410.890
PositionBrain,32.559,14264.607,340.834,5236,491.406
PositionBrain,40.208,14333.853,354.642,5647,480.001
PositionBrain,34.195,14394.028,305.158,5446,434.097
PositionBrain,32.847,14447.862,248.028,5234,402.328
PositionBrain,33.790,14511.487,379.393,5157,479.834
PositionBrain,35.085,14568.594,254.141,5255,407.529
PositionBrain,32.909,14628.996,342.393,5139,467.674
PositionBrain,33.035,14684.661,278.895,5199,454.827
PositionBrain,38.815,14749.319,306.385,5429,506.928
PositionBrain,32.536,14812.763,368.734,5140,423.921
PositionBrain,35.138,14866.066,209.646,5625,354.757
PositionBrain,35.486,14931.594,351.429,5410,453.055
PositionBrain,34.304,14987.260,263.851,5448,473.091
PositionBrain,38.041,15054.203,358.663,5620,421.576
PositionBrain,34.041,15113.833,284.859,5543,489.039
PositionBrain,33.243,15167.416,236.859,5334,480.240
PositionBrain,33.941,15227.987,310.896,5141,499.462
PositionBrain,33.112,15287.661,305.802,5191,499.310
PositionBrain,33.191,15340.663,241.693,5239,484.896
PositionBrain,37.544,15406.602,338.479,5139,487.463
PositionBrain,32.420,15469.334,352.041,5479,469.750
PositionBrain,32.602,15519.678,198.855,5188,452.864
PositionBrain,33.637,15580.823,320.588,5472,509.453
PositionBrain,31.261,15638.258,305.725,5358,442.517
PositionBrain,36.054,15695.918,263.830,5377,411.623
PositionBrain,39.374,15767.270,362.527,5507,445.055
PositionBrain,32.537,15821.931,252.079,5361,512.129
PositionBrain,34.958,15880.994,286.266,5490,445.327
PositionBrain,33.435,15937.572,261.193,5129,521.612
PositionBrain,36.197,16000.710,328.671,5664,387.096
PositionBrain,37.483,16068.436,368.050,5186,493.010
PositionBrain,33.896,16124.301,255.656,5209,442.022
PositionBrain,33.312,16181.630,278.697,5704,479.385
PositionBrain,33.885,16237.710,262.025,5222,464.632
PositionBrain,34.006,16296.157,283.741,5263,450.756
PositionBrain,34.199,16359.245,362.252,5293,404.562
PositionBrain,39.076,16424.396,303.185,5486,478.437
PositionBrain,30.190,16476.064,253.307,5182,472.519
PositionBrain,32.805,16534.645,305.852,5450,426.883
PositionBrain,31.824,16586.710,232.263,5172,379.503
PositionBrain,32.701,16642.254,267.495,5148,402.994
PositionBrain,33.669,16706.740,386.572,5299,464.430
PositionBrain,35.348,16763.799,243.151,5189,425.809
PositionBrain,29.583,16817.102,266.859,5135,459.893
PositionBrain,31.013,16868.060,231.876,5231,421.700
PositionBrain,32.873,16928.645,316.294,5255,443.015
PositionBrain,31.097,16980.445,245.685,5195,460.664
PositionBrain,33.542,17040.333,327.794,5324,587.122
PositionBrain,35.460,17105.038,338.772,5229,498.214
PositionBrain,31.712,17158.499,250.598,5379,483.228
PositionBrain,32.890,17216.667,294.227,5419,458.958
PositionBrain,32.778,17269.659,234.968,5345,501.659
PositionBrain,31.191,17324.369,273.160,5130,523.974
PositionBrain,33.204,17385.876,346.694,5144,500.989
PositionBrain,37.489,17445.825,251.928,5211,507.068
PositionBrain,33.375,17503.583,284.383,5274,470.894
PositionBrain,33.686,17560.070,267.711,5338,453.005
PositionBrain,34.813,17623.214,334.873,5305,533.011
PositionBrain,35.352,17686.233,341.100,5507,427.437
PositionBrain,34.353,17744.454,291.967,5231,392.187
PositionBrain,37.051,17803.879,258.645,5317,414.878
PositionBrain,31.540,17856.487,239.863,5139,414.644
PositionBrain,34.823,17921.859,367.772,5317,428.947
PositionBrain,32.784,17976.012,242.751,5499,405.964
PositionBrain,33.877,18042.245,401.148,5663,370.893
PositionBrain,35.516,18097.227,232.910,5355,353.827
PositionBrain,34.291,18161.510,343.707,5345,502.003
PositionBrain,29.980,18210.366,211.764,5183,535.545
PositionBrain,34.501,18270.101,304.146,5298,453.498
PositionBrain,31.959,18330.389,327.752,5503,429.716
PositionBrain,30.840,18388.816,347.621,5183,550.592
PositionBrain,37.210,18448.634,254.662,5193,527.904
PositionBrain,30.903,18502.459,257.356,5342,520.960
PositionBrain,34.408,18561.997,296.229,5403,505.661
PositionBrain,31.970,18620.258,304.235,5194,509.700
PositionBrain,33.751,18673.467,227.348,5305,484.427
PositionBrain,35.631,18733.911,314.144,5318,510.839
PositionBrain,36.938,18801.038,353.332,5335,486.087
PositionBrain,33.368,18859.375,296.633,5452,410.499
PositionBrain,32.160,18912.614,243.977,5132,468.140
PositionBrain,35.567,18971.440,271.228,5401,410.913
PositionBrain,33.308,19027.586,263.789,5130,497.130
PositionBrain,34.668,19086.182,288.814,5434,467.109
PositionBrain,36.265,19153.289,338.112,5252,497.328
PositionBrain,32.279,19207.410,242.959,5161,445.620
PositionBrain,33.807,19267.656,302.848,5338,519.554
PositionBrain,34.139,19327.167,301.009,5128,541.724
PositionBrain,32.858,19382.372,259.003,5562,486.756
PositionBrain,34.934,19441.517,296.759,5467,449.775
PositionBrain,38.300,19502.058,275.432,5264,502.646
PositionBrain,34.375,19568.536,373.215,5135,550.508
PositionBrain,31.695,19621.888,250.316,5163,473.574
PositionBrain,34.317,19688.109,383.604,5314,505.551
PositionBrain,32.976,19739.981,207.393,5173,352.482
PositionBrain,30.606,19795.493,312.053,5138,375.028
PositionBrain,37.847,19856.095,271.153,5286,522.053
PositionBrain,31.749,19919.386,355.551,5336,521.332
PositionBrain,31.566,19969.829,219.361,5422,456.838
PositionBrain,33.005,20031.592,337.543,5286,426.689
PositionBrain,34.755,20088.640,257.378,5420,540.120
PositionBrain,32.588,20148.853,338.960,5202,474.354
PositionBrain,37.884,20210.577,285.953,5306,468.312
PositionBrain,34.646,20271.935,304.161,5288,432.978
PositionBrain,30.862,20326.624,258.434,5260,532.894
PositionBrain,33.660,20381.643,257.322,5194,548.503
PositionBrain,33.038,20441.624,315.452,5220,518.776
PositionBrain,32.586,20496.468,277.036,5158,481.403
PositionBrain,38.135,20558.928,287.818,5322,566.946
PositionBrain,32.598,20616.315,293.296,5181,448.901
PositionBrain,32.876,20674.694,300.881,5354,538.642
PositionBrain,33.991,20734.218,318.239,5292,508.025
PositionBrain,33.438,20795.481,333.198,5397,448.417
PositionBrain,33.260,20847.324,207.820,5126,520.440
PositionBrain,33.863,20912.405,390.059,5352,484.171
PositionBrain,35.170,20969.030,247.066,5167,546.134
PositionBrain,33.655,21033.338,346.890,5349,543.345
PositionBrain,31.640,21079.957,162.949,5154,544.915
PositionBrain,36.293,21148.161,395.419,5594,589.469
PositionBrain,33.160,21202.802,239.169,5132,531.412
PositionBrain,37.042,21270.992,391.399,5664,520.212
PositionBrain,36.896,21329.086,240.320,5208,596.575
PositionBrain,32.891,21385.773,274.593,5279,544.852
PositionBrain,30.167,21442.822,311.693,5132,547.196
PositionBrain,34.165,21497.278,248.532,5183,536.628
PositionBrain,31.853,21560.190,367.060,5359,519.182
PositionBrain,34.574,21621.497,327.177,5489,509.236
PositionBrain,33.487,21677.066,274.651,5271,385.110
PositionBrain,36.190,21739.621,306.131,5248,605.139
PositionBrain,31.902,21795.068,270.011,5421,442.470
PositionBrain,32.211,21856.637,346.840,5571,472.131
PositionBrain,31.750,21903.530,170.080,5123,509.404
PositionBrain,32.078,21964.415,324.943,5459,563.898
PositionBrain,33.372,22026.052,354.201,5685,520.816
PositionBrain,37.230,22090.851,337.530,5524,493.030
PositionBrain,33.498,22153.362,325.167,5169,580.260
PositionBrain,32.877,22206.254,238.786,5313,452.350
PositionBrain,32.353,22259.787,247.245,5187,433.500
PositionBrain,33.677,22321.922,337.734,5132,583.334
PositionBrain,30.919,22375.927,291.288,5233,450.378
PositionBrain,34.383,22437.126,331.988,5240,479.645
PositionBrain,34.612,22497.291,283.948,5136,499.698
PositionBrain,32.194,22550.374,231.367,5163,422.058
PositionBrain,34.146,22606.580,251.967,5619,375.580
PositionBrain,31.861,22665.495,311.947,5201,517.174
PositionBrain,33.442,22730.310,395.032,5587,368.072
PositionBrain,37.340,22788.936,264.144,5146,430.958
PositionBrain,36.759,22851.782,293.795,5540,543.637
PositionBrain,31.158,22906.647,279.835,5354,524.352
PositionBrain,31.029,22960.450,279.614,5232,461.485
PositionBrain,33.776,23026.229,376.880,5496,574.294
PositionBrain,32.946,23078.521,219.160,5531,443.589
PositionBrain,34.927,23140.465,334.895,5428,504.918
PositionBrain,37.656,23203.639,308.627,5422,540.072
PositionBrain,32.262,23270.841,394.761,5262,576.306
PositionBrain,30.024,23315.057,159.865,5159,323.567
PositionBrain,33.851,23375.818,326.232,5144,578.808
PositionBrain,31.263,23433.119,305.407,5152,529.957
PositionBrain,30.967,23486.135,269.012,5167,502.962
PositionBrain,35.435,23548.926,331.214,5190,569.964
PositionBrain,31.890,23606.609,280.365,5144,454.704
PositionBrain,35.283,23661.555,223.654,5651,501.253
PositionBrain,32.994,23724.897,366.996,5289,498.376
PositionBrain,31.453,23781.512,288.991,5209,451.557
PositionBrain,32.799,23837.738,294.469,5150,506.525
PositionBrain,34.760,23903.695,397.027,5210,542.630
PositionBrain,36.352,23960.131,223.117,5453,452.675
PositionBrain,30.429,24015.625,290.625,5197,484.427
PositionBrain,36.753,24076.589,283.303,5548,503.883
PositionBrain,35.746,24134.241,249.835,5485,565.912
PositionBrain,33.238,24193.516,328.032,5191,451.133
PositionBrain,37.458,24261.477,376.351,5142,448.037
PositionBrain,32.067,24313.646,222.685,5154,525.676
PositionBrain,30.102,24364.914,249.317,5197,500.528
PositionBrain,33.171,24422.887,304.296,5325,500.934
PositionBrain,31.785,24482.009,309.211,5136,499.348
PositionBrain,31.243,24538.071,308.275,5167,632.483
PositionBrain,37.059,24596.577,259.888,5166,534.010
PositionBrain,34.499,24658.341,309.025,5284,586.756
PositionBrain,32.182,24715.431,289.417,5241,542.526
PositionBrain,32.629,24769.788,258.573,5202,572.108
PositionBrain,33.324,24826.003,271.457,5225,469.453
PositionBrain,37.153,24894.722,391.982,5680,555.349
PositionBrain,38.375,24955.668,257.703,5310,522.741
PositionBrain,35.322,25015.443,281.051,5665,574.830
PositionBrain,32.930,25070.003,253.797,5218,561.722
PositionBrain,34.337,25134.134,338.662,5189,467.664
PositionBrain,34.089,25193.010,299.120,5342,470.933
PositionBrain,36.847,25257.222,335.488,5327,530.434
PositionBrain,39.638,25320.327,269.172,5614,493.599
PositionBrain,32.192,25371.524,213.224,5184,552.856
PositionBrain,34.272,25431.058,306.282,5192,604.151
PositionBrain,34.159,25489.769,283.231,5138,609.632
PositionBrain,30.931,25542.103,257.125,5182,645.723
PositionBrain,35.848,25607.250,372.331,5164,605.267
PositionBrain,36.233,25666.477,259.245,5187,556.659
PositionBrain,30.251,25719.369,270.533,5127,531.507
PositionBrain,30.480,25770.975,250.022,5138,565.357
PositionBrain,33.900,25830.488,294.905,5142,590.239
PositionBrain,33.399,25889.003,297.681,5136,605.341
PositionBrain,33.423,25946.206,290.412,5172,541.470
PositionBrain,38.875,26010.804,294.304,5462,538.847
PositionBrain,33.900,26069.248,271.297,5421,529.959
PositionBrain,30.930,26122.748,257.794,5364,626.388
PositionBrain,34.016,26183.617,330.294,5204,582.258
PositionBrain,31.273,26237.392,263.719,5241,617.078
PositionBrain,34.139,26301.939,380.682,5282,611.737
PositionBrain,38.126,26362.500,276.996,5290,565.872
PositionBrain,32.516,26426.430,364.571,5291,565.629
PositionBrain,30.669,26477.070,226.811,5273,568.240
PositionBrain,32.665,26532.251,278.408,5210,625.861
PositionBrain,31.135,26589.707,307.703,5243,625.574
PositionBrain,31.328,26644.900,297.700,5132,532.762
PositionBrain,35.097,26704.018,298.861,5214,507.462
PositionBrain,35.977,26767.959,328.155,5175,545.738
PositionBrain,31.868,26817.862,203.884,5222,507.297
PositionBrain,35.194,26883.060,368.367,5302,553.598
PositionBrain,33.803,26940.487,273.640,5239,552.120
PositionBrain,30.996,26993.717,275.498,5123,615.622
PositionBrain,35.193,27064.415,445.229,5131,461.039
PositionBrain,37.190,27114.231,127.755,5660,465.213
PositionBrain,30.658,27173.846,327.924,5298,478.342
PositionBrain,30.498,27223.914,236.180,5128,494.606
PositionBrain,31.239,27278.810,295.582,5192,553.407
PositionBrain,34.840,27338.414,281.292,5296,571.863
PositionBrain,31.844,27396.389,327.802,5266,606.362
PositionBrain,37.236,27464.150,368.771,5145,552.546
PositionBrain,36.494,27519.220,205.900,5250,479.717
PositionBrain,32.309,27575.660,260.103,5215,578.195
PositionBrain,33.047,27635.685,321.051,5184,561.628
PositionBrain,36.959,27689.446,188.853,5583,506.326
PositionBrain,34.175,27760.136,443.130,5448,555.944
PositionBrain,33.133,27810.517,210.306,5135,549.218
PositionBrain,37.712,27875.705,337.967,5215,507.149
PositionBrain,33.811,27936.580,305.469,5326,500.826
PositionBrain,32.508,27993.997,290.967,5296,491.623
PositionBrain,35.445,28050.026,235.447,5282,569.243
PositionBrain,30.942,28104.914,276.116,5199,515.222
PositionBrain,32.784,28169.471,399.094,5235,525.579
PositionBrain,40.258,28231.046,258.968,5536,491.541
PositionBrain,34.053,28289.826,279.569,5173,468.051
PositionBrain,32.350,28349.147,314.505,5217,586.703
PositionBrain,32.993,28404.724,259.395,5244,510.489
PositionBrain,33.697,28455.802,202.585,5179,520.223
PositionBrain,36.556,28523.272,364.502,5560,525.365
PositionBrain,33.296,28578.275,260.125,5227,501.043
PositionBrain,40.216,28646.467,344.749,5528,509.391
PositionBrain,36.638,28708.428,285.892,5181,599.176
PositionBrain,30.331,28764.301,297.741,5154,608.305
PositionBrain,34.064,28822.061,278.502,5200,419.870
PositionBrain,31.875,28869.183,171.542,5167,549.832
PositionBrain,33.052,28924.566,260.429,5200,543.084
PositionBrain,33.819,28986.524,352.776,5358,585.143
PositionBrain,37.770,29049.293,297.376,5260,601.907
PositionBrain,31.712,29107.382,298.102,5134,576.247
PositionBrain,32.102,29163.404,267.443,5202,595.523
PositionBrain,33.222,29219.719,272.527,5132,583.916
PositionBrain,35.964,29279.776,284.791,5415,575.486
PositionBrain,34.546,29338.928,276.779,5417,545.031
PositionBrain,33.004,29400.764,363.530,5227,517.037
PositionBrain,33.527,29460.090,322.324,5194,488.197
PositionBrain,38.002,29525.954,326.363,5633,522.423
PositionBrain,33.603,29582.176,261.099,5557,649.801
PositionBrain,34.925,29643.008,305.472,5408,573.544
PositionBrain,34.371,29700.329,266.171,5160,557.055
PositionBrain,33.526,29758.184,273.796,5240,509.752
PositionBrain,33.175,29816.218,307.968,5227,602.672
PositionBrain,38.426,29880.531,292.900,5370,457.217
PositionBrain,30.432,29937.906,312.331,5260,532.600
PositionBrain,31.735,29992.340,268.799,5347,575.360
PositionBrain,34.521,30049.858,290.170,5521,534.370
PositionBrain,32.810,30109.609,311.659,5294,617.185
PositionBrain,34.104,30169.706,313.519,5372,581.461
