Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,46.430,6027.845,359.408,5352,400.989
PositionBrain,44.318,6096.167,287.116,5136,301.980
PositionBrain,46.548,6167.709,297.595,5406,320.976
PositionBrain,48.968,6242.091,290.449,5233,387.859
PositionBrain,44.486,6311.265,291.150,5137,307.064
PositionBrain,46.038,6380.323,262.158,5169,365.769
PositionBrain,45.339,6451.692,301.771,5304,349.000
PositionBrain,45.476,6522.935,302.784,5170,366.737
PositionBrain,47.604,6603.757,408.079,5141,333.492
PositionBrain,46.886,6672.815,253.458,5129,299.721
PositionBrain,42.919,6741.440,306.837,5122,258.599
PositionBrain,47.437,6814.470,297.770,5399,314.001
PositionBrain,45.204,6883.311,269.862,5215,328.567
PositionBrain,46.436,6958.588,346.364,5129,380.599
PositionBrain,48.158,7030.959,271.896,5156,356.900
PositionBrain,43.867,7101.726,310.044,5200,380.576
PositionBrain,46.341,7169.858,244.699,5194,354.250
PositionBrain,44.421,7237.709,271.807,5195,408.006
PositionBrain,45.955,7312.721,348.153,5307,340.030
PositionBrain,47.726,7385.959,294.115,5172,410.727
PositionBrain,48.669,7460.867,293.655,5306,339.241
PositionBrain,46.970,7536.005,315.145,5301,420.184
PositionBrain,45.227,7605.662,282.059,5179,389.856
PositionBrain,44.971,7677.880,325.216,5144,400.924
PositionBrain,49.138,7761.589,414.698,5356,396.882
PositionBrain,49.354,7832.510,254.064,5201,371.657
PositionBrain,45.269,7910.266,386.291,5428,410.265
PositionBrain,45.862,7980.792,292.086,5252,290.272
PositionBrain,47.872,8056.248,321.163,5630,226.148
PositionBrain,50.878,8141.960,433.042,5721,299.954
PositionBrain,47.736,8208.362,210.625,5179,228.830
PositionBrain,44.504,8279.007,309.205,5307,379.050
PositionBrain,47.080,8350.910,294.160,5262,412.067
PositionBrain,48.634,8425.599,310.368,5676,385.632
PositionBrain,45.768,8499.845,353.521,5237,375.908
PositionBrain,51.276,8574.312,269.395,5489,436.205
PositionBrain,49.311,8662.139,464.365,5713,385.148
PositionBrain,46.927,8730.180,243.900,5193,464.832
PositionBrain,46.870,8798.387,252.281,5498,371.686
PositionBrain,44.975,8870.667,316.913,5167,395.125
PositionBrain,48.347,8943.155,289.382,5293,442.123
PositionBrain,48.945,9017.944,298.719,5199,389.425
PositionBrain,44.452,9090.512,332.142,5161,515.877
PositionBrain,49.130,9171.702,364.543,5260,505.434
PositionBrain,51.265,9251.605,338.732,5693,412.443
PositionBrain,44.711,9329.102,395.130,5258,427.228
PositionBrain,46.370,9396.646,251.751,5257,446.606
PositionBrain,49.781,9481.086,427.997,5493,374.616
PositionBrain,48.437,9551.213,239.494,5174,341.654
PositionBrain,46.203,9622.454,284.400,5226,414.628
PositionBrain,50.657,9700.645,329.303,5315,405.389
PositionBrain,47.766,9780.677,366.305,5512,415.652
PositionBrain,45.936,9855.367,339.612,5451,459.157
PositionBrain,44.957,9922.937,277.147,5129,273.740
PositionBrain,49.422,9995.602,258.184,5158,435.343
PositionBrain,45.193,10072.337,367.114,5381,440.669
PositionBrain,46.144,10138.369,242.081,5206,438.088
PositionBrain,45.184,10210.177,317.588,5233,397.656
PositionBrain,46.142,10284.886,338.426,5279,500.309
