Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,31.699,3700.471,248.696,5168,291.401
PositionBrain,34.385,3756.870,250.869,5635,300.936
PositionBrain,38.706,3829.284,395.944,5674,207.674
PositionBrain,38.522,3895.137,313.123,5704,328.921
PositionBrain,33.937,3950.012,236.865,5484,177.025
PositionBrain,33.484,4010.167,312.789,5143,342.268
PositionBrain,35.822,4068.686,257.792,5608,243.098
PositionBrain,33.296,4134.930,387.599,5164,244.121
PositionBrain,33.584,4186.207,197.621,5191,220.043
PositionBrain,32.718,4242.221,267.653,5198,292.684
PositionBrain,33.441,4301.436,297.835,5368,312.268
PositionBrain,34.501,4356.948,249.174,5267,370.207
PositionBrain,33.019,4420.458,352.484,5406,301.963
PositionBrain,35.376,4477.383,240.127,5213,300.595
PositionBrain,34.265,4535.988,278.281,5274,332.645
PositionBrain,34.746,4603.794,404.391,5158,281.812
PositionBrain,33.806,4651.181,154.036,5465,291.105
PositionBrain,31.617,4711.861,338.989,5155,334.892
PositionBrain,33.297,4769.118,280.400,5416,333.686
PositionBrain,36.007,4827.627,255.404,5226,250.415
PositionBrain,35.545,4893.128,341.930,5281,204.655
PositionBrain,33.524,4954.024,326.409,5328,281.540
PositionBrain,36.156,5010.992,232.308,5535,218.231
PositionBrain,35.848,5074.284,310.055,5466,289.251
PositionBrain,39.243,5140.715,308.339,5703,90.237
PositionBrain,37.233,5209.585,366.368,5600,208.338
PositionBrain,35.049,5264.789,236.534,5530,229.561
PositionBrain,33.778,5328.475,351.183,5127,280.434
PositionBrain,31.061,5376.464,191.488,5156,273.249
PositionBrain,36.201,5437.690,285.727,5547,331.115
PositionBrain,38.174,5507.153,362.506,5639,350.039
PositionBrain,35.247,5570.783,334.037,5561,241.394
PositionBrain,33.280,5619.649,172.314,5463,216.659
PositionBrain,34.047,5685.943,383.675,5303,348.449
PositionBrain,35.317,5748.850,314.233,5449,214.829
PositionBrain,37.189,5806.950,235.291,5593,205.141
PositionBrain,35.919,5874.128,367.492,5322,234.345
PositionBrain,34.276,5934.655,313.309,5248,170.671
PositionBrain,34.047,5988.861,226.100,5183,281.554
PositionBrain,35.578,6055.033,352.131,5234,198.118
PositionBrain,32.683,6107.987,233.270,5162,179.268
PositionBrain,35.046,6165.608,259.739,5298,362.976
PositionBrain,36.059,6232.228,373.339,5630,303.514
PositionBrain,31.488,6289.656,318.421,5213,258.252
PositionBrain,37.354,6344.563,193.728,5556,245.619
PositionBrain,33.126,6398.873,238.921,5130,295.628
PositionBrain,35.986,6468.455,404.366,5440,356.429
PositionBrain,34.482,6526.677,278.013,5519,252.543
PositionBrain,31.436,6581.135,261.989,5148,261.838
PositionBrain,34.668,6637.711,248.521,5276,403.001
PositionBrain,35.991,6705.736,377.931,5546,336.743
PositionBrain,34.975,6760.326,217.613,5230,363.141
PositionBrain,34.889,6821.665,307.416,5240,325.257
PositionBrain,33.970,6883.369,340.169,5416,302.969
PositionBrain,32.189,6946.046,358.595,5208,283.742
PositionBrain,36.107,7007.007,272.286,5558,207.431
PositionBrain,32.320,7059.127,225.109,5323,225.259
PositionBrain,39.209,7128.574,351.110,5661,274.652
PositionBrain,35.298,7185.928,253.647,5224,318.678
PositionBrain,34.723,7248.379,317.464,5612,253.758
PositionBrain,31.926,7310.679,372.049,5158,241.095
PositionBrain,31.427,7362.470,232.928,5230,98.744
PositionBrain,37.684,7427.109,320.801,5528,125.556
PositionBrain,35.237,7487.769,297.071,5377,228.225
PositionBrain,34.290,7542.441,227.937,5571,227.413
PositionBrain,33.895,7606.511,354.579,5476,174.128
PositionBrain,34.444,7666.962,301.623,5308,184.150
PositionBrain,33.796,7725.147,264.784,5250,279.884
PositionBrain,33.782,7783.563,277.405,5186,212.746
PositionBrain,38.510,7847.944,287.351,6084,316.091
PositionBrain,37.680,7913.327,328.065,5686,136.159
PositionBrain,35.469,7978.250,339.784,5308,118.916
PositionBrain,33.634,8034.362,260.383,5426,159.947
PositionBrain,33.898,8085.456,195.840,5183,221.411
PositionBrain,35.113,8159.197,464.113,5266,312.964
PositionBrain,33.463,8209.084,188.015,5342,161.126
PositionBrain,33.604,8274.693,391.594,5373,302.297
PositionBrain,31.687,8331.069,283.201,5200,248.275
PositionBrain,33.734,8387.724,255.471,5630,42.311
PositionBrain,37.341,8455.839,357.707,5591,265.733
PositionBrain,36.404,8514.327,252.971,5572,247.082
PositionBrain,33.686,8573.006,284.613,5284,356.393
PositionBrain,35.807,8629.472,241.633,5325,327.946
PositionBrain,32.374,8691.849,334.261,5333,304.438
PositionBrain,34.450,8745.840,215.636,5269,245.343
PositionBrain,33.521,8809.001,348.283,5210,326.167
PositionBrain,34.794,8867.812,278.316,5616,187.199
PositionBrain,34.806,8928.267,290.363,5209,300.862
PositionBrain,31.551,8980.070,237.596,5139,407.936
PositionBrain,34.485,9040.987,309.028,5281,339.095
PositionBrain,35.838,9104.081,311.371,5520,287.076
PositionBrain,35.520,9164.462,283.976,5189,383.155
PositionBrain,34.156,9228.329,358.900,5377,355.090
PositionBrain,35.481,9283.006,219.076,5415,367.212
PositionBrain,33.272,9339.222,269.353,5128,392.134
PositionBrain,35.045,9398.144,279.675,5344,367.427
PositionBrain,33.794,9465.423,385.358,5156,383.796
PositionBrain,33.836,9516.624,179.331,5177,247.050
PositionBrain,35.179,9580.576,346.065,5532,325.635
PositionBrain,34.250,9638.324,276.220,5260,323.294
PositionBrain,35.955,9701.310,311.402,5540,319.003
PositionBrain,37.228,9763.800,286.058,5624,330.915
PositionBrain,36.733,9827.797,304.761,5559,344.054
PositionBrain,35.254,9889.860,313.301,5554,297.695
PositionBrain,36.105,9954.050,332.544,5388,363.479
PositionBrain,31.831,10005.610,221.260,5143,382.927
PositionBrain,31.529,10062.654,283.190,5152,362.648
PositionBrain,32.213,10119.490,282.178,5273,352.995
