Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,44.848,8728.419,373.239,5129,795.616
PositionBrain,43.708,8807.925,379.105,5140,796.104
PositionBrain,43.053,8886.386,365.315,5129,796.076
PositionBrain,42.591,8963.058,355.602,5122,797.462
PositionBrain,44.703,9040.969,324.847,5121,797.462
PositionBrain,44.633,9121.308,375.928,5137,801.174
PositionBrain,43.531,9202.725,405.772,5122,798.850
PositionBrain,43.814,9281.667,363.554,5134,798.864
PositionBrain,42.547,9358.261,351.121,5124,802.536
PositionBrain,44.009,9434.893,325.953,5130,801.156
PositionBrain,44.745,9515.552,375.980,5128,800.242
PositionBrain,43.263,9596.323,399.859,5123,798.850
PositionBrain,43.307,9674.674,359.622,5131,800.703
PositionBrain,43.232,9752.767,362.122,5124,800.703
PositionBrain,43.673,9829.959,343.845,5130,803.009
PositionBrain,45.444,9910.757,370.606,5121,802.540
PositionBrain,43.191,9991.915,404.070,5123,800.705
PositionBrain,43.455,10070.766,370.968,5129,799.322
PositionBrain,42.879,10148.120,357.185,5122,802.079
PositionBrain,43.768,10224.770,337.599,5126,802.995
PositionBrain,45.806,10306.449,375.574,5127,803.453
PositionBrain,43.072,10384.918,386.658,5124,802.996
PositionBrain,43.777,10464.026,369.403,5124,803.915
PositionBrain,41.199,10540.985,366.747,5125,803.916
PositionBrain,42.887,10616.876,347.316,5135,801.623
PositionBrain,42.468,10693.352,332.512,5128,801.167
PositionBrain,43.354,10771.188,341.891,5127,801.610
PositionBrain,45.291,10853.517,381.126,5131,801.623
PositionBrain,44.248,10934.598,386.090,5123,803.446
PositionBrain,44.962,11016.518,383.049,5128,802.078
PositionBrain,41.492,11093.069,360.497,5121,803.905
