Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,69.208,12421.581,733.947,10244,386.215
PositionBrain,66.174,12549.260,651.417,10246,387.395
PositionBrain,67.873,12679.816,641.154,10252,397.698
PositionBrain,69.627,12819.594,772.476,10241,400.156
PositionBrain,67.423,12951.540,647.830,10261,405.404
PositionBrain,69.856,13086.160,649.272,10254,402.408
PositionBrain,72.661,13228.800,769.074,10248,401.020
PositionBrain,67.730,13360.112,645.527,10254,381.398
PositionBrain,67.183,13490.907,649.740,10245,387.778
PositionBrain,68.776,13629.621,760.659,10248,401.952
PositionBrain,68.838,13763.903,664.291,10246,400.538
PositionBrain,66.335,13899.355,753.361,10260,393.815
PositionBrain,70.528,14036.166,712.538,10249,398.376
PositionBrain,66.645,14168.466,684.616,10250,411.442
PositionBrain,67.328,14304.609,756.728,10249,395.268
PositionBrain,66.397,14438.857,699.873,10241,392.818
PositionBrain,66.181,14567.880,674.981,10243,385.738
PositionBrain,70.948,14709.290,783.106,10241,405.819
PositionBrain,62.939,14839.462,701.389,10248,402.270
PositionBrain,66.230,14968.894,663.990,10252,404.819
PositionBrain,70.499,15109.010,774.946,10273,395.141
PositionBrain,66.177,15242.118,688.228,10247,410.904
PositionBrain,66.679,15372.015,638.976,10243,394.213
PositionBrain,71.537,15512.659,762.336,10246,409.506
PositionBrain,62.856,15641.374,673.526,10241,406.450
PositionBrain,69.274,15774.780,678.143,10244,405.975
PositionBrain,70.829,15914.607,766.376,10242,415.983
PositionBrain,64.156,16045.527,681.449,10257,417.141
PositionBrain,69.037,16177.928,664.183,10242,403.391
PositionBrain,71.306,16318.894,753.249,10253,418.413
PositionBrain,63.068,16445.954,654.970,10242,402.399
PositionBrain,69.331,16579.799,661.843,10246,401.505
PositionBrain,71.651,16719.210,745.986,10241,419.004
PositionBrain,64.216,16849.786,677.636,10241,415.182
PositionBrain,69.391,16984.102,652.983,10245,416.197
PositionBrain,67.196,17120.475,756.767,10242,412.605
PositionBrain,71.692,17261.444,770.673,10242,423.250
PositionBrain,70.433,17402.832,720.772,10266,401.410
PositionBrain,68.655,17537.375,684.697,10254,406.866
PositionBrain,66.794,17668.959,698.747,10250,412.030
PositionBrain,68.305,17805.670,715.333,10241,416.734
PositionBrain,71.161,17937.904,609.977,10242,425.899
