Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,44.569,7532.967,293.228,5216,349.586
PositionBrain,46.025,7604.415,304.770,5177,342.338
PositionBrain,46.680,7676.215,287.741,5318,412.692
PositionBrain,44.350,7743.675,273.504,5143,377.927
PositionBrain,44.453,7816.803,336.889,5190,351.753
PositionBrain,44.089,7884.271,275.720,5157,401.323
PositionBrain,45.568,7951.233,244.912,5153,411.144
PositionBrain,45.484,8018.519,258.136,5164,299.092
PositionBrain,45.074,8088.661,290.409,5189,352.737
PositionBrain,44.613,8159.352,282.502,5149,384.644
PositionBrain,43.312,8226.982,281.377,5124,368.184
PositionBrain,45.308,8297.248,281.756,5154,336.247
PositionBrain,44.387,8366.926,292.533,5168,359.148
