Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,57.775,6355.905,346.391,5126,461.513
PositionBrain,58.393,6448.669,379.356,5130,484.794
PositionBrain,60.227,6542.190,349.603,5122,464.907
PositionBrain,59.499,6635.406,362.304,5133,491.854
PositionBrain,63.031,6733.286,377.777,5124,493.141
PositionBrain,64.184,6832.043,355.501,5130,508.445
PositionBrain,57.823,6924.011,351.530,5125,526.364
PositionBrain,58.065,7014.364,347.259,5137,557.581
PositionBrain,58.950,7105.950,358.389,5132,536.497
PositionBrain,59.851,7201.158,398.898,5124,540.795
PositionBrain,58.830,7293.318,353.967,5133,551.775
PositionBrain,58.099,7384.672,359.851,5133,569.492
PositionBrain,57.938,7475.671,344.094,5122,579.852
PositionBrain,60.112,7568.767,359.716,5128,588.075
PositionBrain,63.158,7667.096,360.470,5126,601.038
PositionBrain,62.229,7764.858,364.525,5128,593.205
PositionBrain,58.738,7860.211,405.493,5122,630.191
PositionBrain,59.543,7956.268,405.327,5121,625.995
PositionBrain,59.967,8050.296,355.295,5126,641.238
PositionBrain,58.730,8143.877,368.317,5131,649.352
PositionBrain,57.422,8235.250,360.678,5135,656.315
PositionBrain,58.887,8327.855,338.079,5132,674.392
PositionBrain,58.908,8422.778,386.731,5130,670.384
PositionBrain,60.310,8518.153,369.724,5127,676.724
PositionBrain,58.695,8610.280,353.042,5123,685.207
PositionBrain,59.249,8702.824,353.231,5123,695.537
PositionBrain,63.950,8803.327,385.563,5135,711.458
PositionBrain,63.170,8902.841,365.910,5126,713.549
PositionBrain,58.703,8995.675,359.333,5122,725.088
PositionBrain,58.186,9088.676,362.251,5121,719.712
PositionBrain,59.162,9181.995,353.275,5124,739.410
PositionBrain,59.230,9277.951,391.463,5122,739.741
PositionBrain,57.915,9371.190,365.943,5122,754.209
PositionBrain,58.650,9464.739,359.509,5123,757.598
PositionBrain,59.461,9558.608,343.708,5125,757.232
PositionBrain,64.676,9660.657,374.235,5121,752.358
PositionBrain,64.190,9762.208,382.601,5121,768.726
PositionBrain,59.369,9859.346,388.534,5137,776.653
PositionBrain,59.685,9957.807,424.556,5127,773.682
PositionBrain,59.523,10053.213,366.503,5126,770.734
PositionBrain,58.738,10148.092,374.843,5129,776.140
PositionBrain,59.299,10242.029,356.419,5131,772.702
PositionBrain,58.620,10338.891,410.130,5139,776.672
PositionBrain,58.518,10432.400,356.033,5124,785.248
PositionBrain,58.164,10526.119,368.013,5126,788.603
PositionBrain,59.616,10624.602,427.093,5134,786.712
PositionBrain,60.135,10721.181,373.344,5124,793.768
PositionBrain,59.445,10817.548,391.355,5122,793.290
PositionBrain,63.383,10919.331,378.304,5133,794.710
PositionBrain,61.563,11018.915,388.816,5122,793.285
PositionBrain,58.248,11112.287,363.346,5128,796.571
PositionBrain,56.898,11203.500,356.468,5125,795.627
PositionBrain,58.599,11300.469,421.795,5122,797.498
PositionBrain,59.186,11396.463,369.381,5125,797.943
PositionBrain,58.745,11491.213,367.249,5139,797.047
PositionBrain,57.143,11583.456,359.210,5141,799.814
PositionBrain,63.702,11681.574,355.336,5122,799.348
PositionBrain,64.029,11783.296,382.031,5128,798.408
PositionBrain,59.451,11881.033,383.175,5132,798.881
PositionBrain,59.498,11979.007,419.192,5136,800.268
PositionBrain,59.616,12075.403,370.973,5134,802.108
PositionBrain,60.277,12174.234,428.724,5129,797.960
PositionBrain,57.236,12266.442,365.589,5136,801.647
PositionBrain,58.461,12360.368,374.390,5127,799.793
PositionBrain,58.703,12457.774,421.356,5125,803.009
PositionBrain,58.870,12552.578,366.090,5127,801.174
PositionBrain,57.690,12648.904,428.526,5125,803.927
PositionBrain,62.393,12749.894,381.592,5125,803.467
PositionBrain,63.880,12851.348,381.556,5122,803.453
PositionBrain,58.671,12947.307,380.619,5126,800.257
PositionBrain,57.211,13039.135,357.799,5126,803.012
PositionBrain,57.151,13130.792,358.184,5127,803.464
PositionBrain,59.460,13228.856,422.530,5121,803.915
PositionBrain,58.155,13323.183,366.892,5128,803.003
PositionBrain,58.894,13418.228,363.624,5126,803.462
PositionBrain,60.533,13513.822,344.717,5134,803.457
PositionBrain,56.869,13607.251,369.688,5127,803.462
PositionBrain,59.808,13701.021,345.339,5121,802.073
PositionBrain,65.321,13804.749,386.336,5131,802.547
PositionBrain,63.079,13905.353,373.098,5129,803.454
PositionBrain,62.279,14004.824,377.486,5124,802.997
PositionBrain,62.732,14102.952,351.448,5121,804.371
PositionBrain,60.544,14201.120,387.355,5127,803.463
PositionBrain,60.047,14297.090,373.155,5134,801.644
PositionBrain,56.576,14388.898,362.297,5127,803.002
PositionBrain,59.267,14482.757,362.809,5124,802.998
PositionBrain,58.421,14576.724,372.470,5127,803.466
PositionBrain,58.888,14670.622,350.316,5129,803.460
PositionBrain,57.879,14763.864,362.766,5130,801.172
PositionBrain,63.371,14865.674,394.637,5129,803.911
PositionBrain,62.872,14966.169,382.501,5128,802.540
PositionBrain,58.294,15060.566,347.939,5122,803.003
PositionBrain,59.252,15158.067,394.408,5125,804.374
PositionBrain,58.927,15253.453,365.928,5130,803.916
PositionBrain,58.701,15349.918,405.220,5135,803.459
PositionBrain,58.511,15444.191,371.325,5126,803.463
PositionBrain,58.197,15538.268,359.537,5128,803.912
PositionBrain,59.167,15632.673,365.526,5130,803.001
PositionBrain,59.498,15728.836,373.946,5121,803.908
PositionBrain,58.576,15823.247,363.623,5126,803.449
PositionBrain,62.382,15923.379,390.319,5124,804.374
