Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,69.302,114.056,488.436,5454,197.235
PositionBrain,66.227,206.712,300.242,5445,275.612
PositionBrain,59.010,293.581,333.802,5123,338.449
PositionBrain,58.555,375.249,263.304,5215,306.591
PositionBrain,57.616,458.636,309.635,5225,292.231
PositionBrain,61.322,541.911,271.649,5254,302.293
PositionBrain,58.971,627.035,307.006,5175,307.799
PositionBrain,60.090,706.098,222.394,5231,266.179
PositionBrain,60.891,796.053,337.394,5385,405.982
PositionBrain,62.415,882.728,280.486,5446,280.531
PositionBrain,60.965,965.839,255.348,5329,265.904
PositionBrain,55.809,1047.589,319.739,5183,271.879
PositionBrain,57.304,1133.582,345.937,5188,285.327
PositionBrain,63.667,1223.031,289.583,5131,358.262
PositionBrain,63.017,1313.998,328.600,5307,269.219
PositionBrain,62.451,1405.594,333.146,5500,305.764
PositionBrain,58.717,1490.032,292.810,5430,342.027
PositionBrain,58.443,1581.879,399.411,5195,285.122
PositionBrain,63.351,1665.181,222.740,5452,234.418
PositionBrain,59.378,1749.106,298.990,5176,189.289
PositionBrain,55.835,1833.904,349.472,5173,281.821
PositionBrain,60.155,1915.129,246.750,5339,223.806
PositionBrain,63.163,2002.027,282.466,5680,266.135
PositionBrain,58.212,2084.457,302.989,5284,319.005
PositionBrain,59.407,2166.860,277.715,5418,282.921
PositionBrain,62.639,2254.270,304.313,5265,358.767
PositionBrain,69.195,2354.207,370.822,5627,267.818
PositionBrain,65.904,2452.264,373.598,5399,279.912
PositionBrain,62.052,2543.164,349.472,5345,177.232
PositionBrain,67.798,2634.714,287.377,5917,182.818
PositionBrain,59.483,2716.575,269.348,5421,222.075
PositionBrain,58.099,2804.667,374.509,5249,270.733
PositionBrain,58.235,2888.342,301.940,5317,207.637
PositionBrain,60.881,2969.231,232.827,5394,187.551
PositionBrain,58.085,3057.907,370.543,5138,310.419
PositionBrain,61.177,3136.843,204.327,5338,248.411
PositionBrain,67.355,3236.665,380.307,5977,175.126
PositionBrain,60.323,3318.770,253.831,5598,268.105
PositionBrain,64.245,3407.546,290.264,5249,220.968
PositionBrain,74.118,3512.764,368.537,5953,288.598
PositionBrain,61.063,3599.925,299.850,5256,275.286
PositionBrain,56.059,3681.257,309.825,5131,266.412
PositionBrain,60.546,3763.707,268.036,5458,286.248
PositionBrain,56.895,3846.870,297.036,5129,240.553
PositionBrain,56.152,3925.469,266.643,5251,204.743
PositionBrain,63.175,4009.883,249.572,5641,325.217
PositionBrain,61.767,4093.405,259.418,5307,302.446
PositionBrain,59.286,4180.687,333.330,5140,385.909
PositionBrain,61.816,4268.954,314.789,5455,308.335
PositionBrain,57.468,4349.563,284.055,5204,313.367
PositionBrain,61.904,4432.613,247.621,5338,346.301
PositionBrain,63.837,4524.434,334.669,5191,381.263
PositionBrain,66.272,4620.890,356.396,5408,341.537
PositionBrain,57.636,4704.066,294.145,5305,332.146
PositionBrain,60.489,4789.186,290.200,5379,269.605
PositionBrain,62.404,4879.299,327.332,5370,268.740
PositionBrain,69.665,4971.339,252.248,5560,235.236
PositionBrain,64.307,5060.375,273.990,5160,337.327
PositionBrain,59.354,5139.841,226.114,5121,321.704
PositionBrain,66.340,5241.772,426.970,5330,375.391
PositionBrain,61.449,5326.677,267.818,5472,333.721
PositionBrain,59.781,5413.139,307.555,5152,363.112
PositionBrain,57.059,5492.338,259.434,5129,263.270
PositionBrain,63.599,5583.146,317.474,5684,302.924
PositionBrain,58.549,5666.365,285.076,5303,346.305
PositionBrain,65.173,5756.792,295.224,5199,331.525
PositionBrain,64.785,5844.378,262.204,5258,327.457
PositionBrain,65.370,5938.233,330.268,5420,301.418
PositionBrain,68.191,6031.502,285.097,5406,303.198
PositionBrain,63.731,6123.668,331.633,5173,372.848
PositionBrain,60.092,6210.092,311.835,5218,348.890
PositionBrain,64.453,6293.065,212.374,5136,353.839
PositionBrain,59.476,6382.127,345.811,5284,404.293
PositionBrain,58.291,6461.531,243.243,5205,356.833
PositionBrain,63.056,6551.966,322.443,5538,384.173
PositionBrain,59.820,6640.586,354.333,5159,395.572
PositionBrain,63.379,6724.001,234.043,5209,321.875
PositionBrain,65.045,6815.760,309.528,5263,358.522
PositionBrain,62.135,6904.150,305.212,5171,345.894
PositionBrain,59.182,6985.436,257.146,5212,336.025
PositionBrain,60.608,7070.481,291.908,5270,329.397
PositionBrain,63.646,7156.817,272.364,5169,405.303
PositionBrain,68.578,7258.377,386.004,5358,311.789
PositionBrain,64.803,7345.412,251.430,5217,395.184
PositionBrain,62.317,7436.266,331.040,5231,311.198
PositionBrain,64.049,7525.809,292.148,5233,319.481
PositionBrain,63.910,7613.982,288.886,5142,308.887
PositionBrain,64.270,7703.382,280.689,5178,328.104
PositionBrain,58.846,7788.954,320.220,5214,310.469
PositionBrain,57.511,7870.427,270.937,5169,270.099
PositionBrain,66.676,7962.331,298.886,5248,277.663
PositionBrain,63.862,8051.569,271.601,5200,253.460
PositionBrain,60.091,8137.251,283.448,5126,255.738
PositionBrain,58.390,8219.429,258.507,5168,237.514
PositionBrain,59.707,8304.314,286.249,5126,266.485
PositionBrain,58.998,8387.931,271.440,5192,258.874
PositionBrain,60.205,8475.123,329.181,5209,180.526
PositionBrain,58.837,8558.985,297.611,5147,228.793
PositionBrain,57.931,8642.252,285.904,5129,219.034
PositionBrain,58.667,8725.418,291.190,5133,193.588
PositionBrain,59.216,8811.286,311.118,5178,191.234
PositionBrain,62.939,8900.337,285.963,5136,193.645
PositionBrain,62.983,8991.439,319.725,5131,167.493
PositionBrain,59.133,9078.275,310.869,5160,182.018
PositionBrain,59.770,9166.327,342.215,5159,129.664
PositionBrain,59.366,9252.089,307.722,5130,154.112
PositionBrain,58.331,9338.950,341.724,5121,168.719
PositionBrain,56.925,9421.288,282.226,5196,165.020
PositionBrain,59.653,9508.340,316.098,5125,171.593
