Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,26.076,3694.690,302.267,5141,167.258
PositionBrain,26.111,3748.463,279.910,5129,192.337
PositionBrain,25.938,3802.000,296.646,5127,190.960
PositionBrain,25.736,3855.879,295.581,5126,194.620
PositionBrain,25.494,3909.590,306.035,5144,183.710
PositionBrain,26.154,3967.948,363.135,5150,214.077
PositionBrain,25.425,4021.773,320.451,5135,211.429
PositionBrain,26.608,4076.668,304.737,5138,199.462
PositionBrain,27.034,4134.937,314.526,5123,216.876
PositionBrain,26.369,4192.631,330.646,5123,227.162
PositionBrain,26.769,4250.902,325.659,5129,219.616
PositionBrain,25.777,4306.664,326.519,5133,224.952
PositionBrain,25.136,4360.557,311.657,5130,232.620
PositionBrain,25.814,4414.894,302.774,5123,234.705
PositionBrain,26.433,4472.081,323.500,5141,232.900
PositionBrain,26.079,4527.871,309.432,5138,227.618
PositionBrain,25.880,4583.339,312.459,5141,245.088
PositionBrain,26.349,4644.059,385.101,5124,257.531
PositionBrain,26.164,4704.413,389.817,5144,246.976
PositionBrain,25.907,4761.266,330.747,5127,255.232
PositionBrain,25.821,4817.394,328.256,5121,228.246
PositionBrain,26.027,4875.661,356.059,5134,252.409
PositionBrain,26.484,4932.550,317.754,5121,241.389
PositionBrain,25.596,4988.695,324.640,5131,274.912
PositionBrain,26.063,5048.355,372.115,5124,255.966
PositionBrain,26.690,5106.238,328.008,5131,264.895
PositionBrain,25.954,5162.383,307.078,5124,282.813
PositionBrain,26.429,5220.262,336.423,5126,258.962
PositionBrain,26.342,5281.665,393.890,5125,292.662
PositionBrain,26.438,5343.083,390.957,5125,265.939
PositionBrain,26.805,5403.110,345.783,5123,271.901
PositionBrain,26.587,5462.372,331.883,5132,282.202
PositionBrain,27.176,5522.411,337.329,5128,283.380
PositionBrain,27.395,5582.658,324.585,5121,286.359
PositionBrain,26.280,5641.972,350.691,5131,280.778
PositionBrain,25.696,5697.944,319.830,5121,262.307
PositionBrain,26.068,5755.055,324.113,5125,276.789
PositionBrain,25.167,5810.309,316.039,5124,273.782
PositionBrain,26.434,5869.321,356.759,5122,283.732
PositionBrain,25.225,5927.624,359.620,5127,296.357
PositionBrain,25.142,5982.845,328.458,5123,284.944
PositionBrain,26.509,6042.226,358.796,5130,288.359
PositionBrain,26.835,6102.263,349.117,5135,284.239
PositionBrain,26.445,6160.847,333.112,5131,290.686
PositionBrain,25.840,6218.751,330.152,5131,306.145
PositionBrain,25.935,6276.110,330.355,5128,297.037
PositionBrain,26.495,6338.366,391.046,5126,328.944
PositionBrain,25.666,6396.034,334.105,5122,291.856
PositionBrain,26.022,6452.674,319.299,5124,309.478
PositionBrain,26.192,6512.254,347.628,5122,285.665
PositionBrain,26.537,6571.665,325.853,5129,280.561
PositionBrain,26.987,6631.732,326.113,5127,291.428
PositionBrain,25.460,6689.804,332.807,5125,287.959
PositionBrain,25.275,6744.921,307.982,5129,277.644
PositionBrain,25.390,6801.575,321.394,5129,295.397
PositionBrain,26.081,6858.718,322.103,5124,276.301
PositionBrain,26.208,6918.857,373.356,5123,285.496
PositionBrain,26.193,6980.560,404.951,5122,279.734
PositionBrain,26.012,7036.816,306.375,5123,270.311
PositionBrain,26.092,7093.561,310.266,5128,286.325
PositionBrain,26.052,7150.740,326.183,5133,262.756
PositionBrain,26.065,7208.574,328.815,5131,280.728
PositionBrain,26.217,7268.853,375.748,5123,275.839
PositionBrain,26.027,7325.828,303.578,5130,292.902
PositionBrain,25.890,7382.223,331.652,5131,270.315
PositionBrain,26.268,7443.972,401.431,5131,289.349
PositionBrain,26.503,7506.383,405.231,5132,276.509
PositionBrain,26.905,7567.187,355.032,5123,305.425
PositionBrain,27.291,7627.549,332.726,5124,303.460
PositionBrain,27.148,7688.037,333.241,5124,295.215
PositionBrain,27.015,7748.175,342.764,5139,317.987
PositionBrain,26.819,7807.761,337.900,5126,280.595
PositionBrain,26.192,7865.550,321.842,5143,290.266
PositionBrain,26.121,7923.164,325.030,5122,308.686
PositionBrain,25.628,7979.022,315.458,5134,302.576
PositionBrain,25.635,8036.829,346.675,5134,281.716
PositionBrain,25.094,8091.889,321.279,5122,298.526
PositionBrain,25.599,8147.519,309.361,5125,299.196
PositionBrain,25.985,8206.349,353.952,5126,280.442
PositionBrain,26.064,8263.754,321.637,5133,294.281
PositionBrain,26.436,8321.749,331.636,5128,320.369
PositionBrain,26.200,8381.167,351.908,5129,304.480
PositionBrain,26.666,8439.229,325.327,5125,310.106
PositionBrain,25.211,8495.372,332.233,5126,312.923
PositionBrain,25.992,8555.340,381.003,5130,316.786
PositionBrain,25.463,8611.921,334.563,5123,304.606
PositionBrain,27.470,8672.423,356.340,5135,306.069
PositionBrain,27.203,8734.335,363.753,5128,339.270
PositionBrain,27.663,8796.142,345.797,5127,313.153
PositionBrain,27.283,8858.092,367.511,5130,311.371
PositionBrain,26.456,8917.432,350.393,5121,298.733
PositionBrain,25.275,8973.909,325.259,5129,305.772
PositionBrain,26.631,9034.173,364.558,5131,288.852
PositionBrain,26.188,9092.697,337.132,5121,303.970
PositionBrain,25.525,9149.393,321.548,5124,308.498
PositionBrain,26.867,9209.727,363.501,5123,295.523
PositionBrain,27.454,9272.591,373.915,5125,320.667
PositionBrain,27.177,9334.399,362.067,5125,299.264
PositionBrain,26.930,9396.283,356.841,5125,314.300
PositionBrain,27.525,9458.570,364.629,5121,327.864
PositionBrain,26.337,9517.774,338.140,5125,315.194
PositionBrain,27.184,9579.240,349.372,5123,308.355
PositionBrain,26.970,9640.513,352.906,5126,325.576
PositionBrain,26.506,9699.029,333.642,5136,309.218
PositionBrain,26.614,9758.365,340.565,5136,300.615
PositionBrain,26.131,9816.403,324.232,5132,313.894
PositionBrain,26.290,9876.278,365.659,5128,313.692
PositionBrain,26.349,9934.656,340.447,5124,294.791
PositionBrain,25.743,9992.601,344.885,5135,294.582
PositionBrain,25.314,10047.869,314.621,5136,298.019
PositionBrain,25.785,10104.229,333.221,5124,318.236
PositionBrain,26.771,10164.843,343.692,5137,301.409
PositionBrain,27.360,10225.776,347.786,5134,298.592
PositionBrain,27.510,10287.110,338.688,5131,303.918
PositionBrain,26.408,10345.670,328.465,5126,285.945
PositionBrain,26.063,10402.582,326.342,5124,317.670
PositionBrain,26.359,10461.818,341.509,5132,302.845
PositionBrain,26.124,10519.891,334.016,5121,291.406
PositionBrain,26.619,10578.680,347.216,5128,292.957
PositionBrain,27.362,10639.439,368.507,5131,302.709
PositionBrain,26.099,10700.422,388.428,5136,312.953
PositionBrain,26.165,10758.777,351.830,5125,327.197
PositionBrain,26.899,10817.172,328.499,5138,322.666
PositionBrain,26.516,10876.661,356.605,5135,317.014
PositionBrain,26.410,10935.527,344.041,5125,301.530
PositionBrain,26.070,10993.497,341.641,5130,319.273
PositionBrain,27.542,11056.090,364.088,5129,310.250
PositionBrain,27.604,11118.766,362.294,5124,314.396
PositionBrain,27.320,11181.329,373.956,5127,309.665
PositionBrain,26.517,11241.227,351.493,5135,298.727
PositionBrain,26.637,11302.491,380.481,5138,316.716
PositionBrain,26.471,11361.918,351.622,5129,292.064
PositionBrain,25.709,11420.115,339.019,5139,292.673
PositionBrain,25.574,11475.365,311.700,5125,293.233
PositionBrain,26.033,11532.095,327.245,5129,313.869
PositionBrain,26.625,11589.703,317.600,5127,294.527
PositionBrain,26.352,11647.834,332.279,5124,292.299
PositionBrain,26.408,11706.981,345.058,5132,320.464
PositionBrain,26.528,11766.236,350.487,5121,301.588
PositionBrain,26.187,11824.515,337.762,5128,292.621
PositionBrain,25.572,11880.956,326.918,5121,317.625
PositionBrain,25.951,11937.709,328.959,5139,316.222
PositionBrain,26.924,11999.743,375.079,5127,308.760
PositionBrain,27.933,12062.158,378.655,5123,300.339
PositionBrain,27.270,12123.916,352.127,5134,301.382
PositionBrain,26.423,12181.391,312.859,5124,295.725
PositionBrain,26.908,12239.298,318.627,5124,295.370
PositionBrain,25.971,12297.314,339.622,5137,298.075
PositionBrain,25.668,12355.117,339.044,5124,307.793
PositionBrain,26.182,12415.544,374.961,5129,310.407
PositionBrain,26.125,12475.710,385.175,5123,309.634
PositionBrain,26.039,12534.349,353.278,5142,330.848
PositionBrain,27.151,12594.475,354.129,5140,313.731
PositionBrain,27.011,12653.516,335.643,5128,321.116
PositionBrain,25.932,12712.081,350.463,5125,318.180
PositionBrain,26.120,12770.697,343.715,5122,322.674
PositionBrain,26.984,12832.783,363.579,5128,328.138
PositionBrain,27.079,12894.776,366.991,5122,317.770
PositionBrain,27.122,12956.932,366.564,5129,319.521
PositionBrain,27.275,13017.885,362.719,5126,303.979
PositionBrain,26.622,13078.102,364.200,5131,319.921
PositionBrain,26.344,13136.884,348.280,5124,309.042
PositionBrain,25.508,13194.597,338.883,5124,303.257
PositionBrain,25.108,13250.226,321.293,5122,326.630
PositionBrain,25.656,13306.885,331.684,5126,313.904
PositionBrain,25.896,13364.182,330.819,5136,314.453
PositionBrain,26.170,13421.606,327.383,5122,333.508
PositionBrain,26.176,13480.386,350.096,5131,312.983
PositionBrain,26.128,13538.679,346.198,5128,321.712
PositionBrain,25.955,13597.101,347.949,5125,316.289
PositionBrain,26.155,13655.831,354.114,5121,324.833
PositionBrain,25.302,13716.156,389.759,5124,314.138
PositionBrain,25.082,13771.331,312.075,5124,318.121
PositionBrain,26.274,13828.303,323.944,5142,300.039
PositionBrain,27.789,13890.887,357.125,5125,301.830
PositionBrain,27.413,13952.986,365.803,5131,309.897
PositionBrain,26.835,14013.631,357.302,5133,316.556
PositionBrain,25.946,14074.640,375.458,5153,312.934
PositionBrain,25.568,14130.670,333.732,5131,290.705
PositionBrain,26.130,14187.984,321.013,5125,301.246
PositionBrain,26.656,14245.968,323.588,5127,313.209
PositionBrain,26.431,14304.792,338.794,5130,299.259
PositionBrain,25.865,14363.335,348.240,5121,315.314
PositionBrain,26.169,14421.794,343.983,5125,319.052
PositionBrain,26.019,14480.376,347.090,5132,318.261
PositionBrain,25.230,14537.915,341.108,5130,321.706
PositionBrain,25.171,14593.494,317.044,5121,335.017
PositionBrain,27.563,14652.513,336.236,5123,319.800
PositionBrain,27.191,14714.686,355.973,5121,335.055
PositionBrain,27.410,14776.465,343.041,5125,319.685
PositionBrain,26.097,14836.181,342.326,5134,321.132
PositionBrain,26.730,14894.820,336.186,5130,319.947
PositionBrain,26.601,14953.112,338.950,5123,301.370
PositionBrain,26.527,15014.084,375.221,5132,325.342
PositionBrain,25.980,15071.803,337.423,5127,320.229
PositionBrain,26.240,15131.576,371.018,5123,308.693
PositionBrain,26.317,15192.439,377.852,5129,305.051
