Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,123.836,166.636,451.043,5191,245.217
PositionBrain,129.955,316.853,203.592,5130,39.942
PositionBrain,133.520,486.932,325.153,5123,28.724
PositionBrain,110.278,625.316,304.353,5130,28.740
PositionBrain,104.359,759.074,318.741,5121,28.740
PositionBrain,107.557,893.714,287.994,5121,29.015
PositionBrain,115.814,1038.865,322.422,5127,78.855
PositionBrain,113.820,1181.273,303.388,5139,40.299
PositionBrain,106.724,1318.605,353.627,5137,121.123
PositionBrain,106.652,1462.334,409.586,5409,-13.299
PositionBrain,100.189,1569.388,69.149,5130,73.180
PositionBrain,105.514,1698.772,272.486,5132,149.703
PositionBrain,104.705,1828.124,281.305,5140,160.792
PositionBrain,107.033,1963.671,333.161,5168,184.618
PositionBrain,112.841,2100.708,272.566,5128,195.735
PositionBrain,112.798,2238.466,283.016,5237,212.372
PositionBrain,105.685,2373.521,351.290,5200,218.299
PositionBrain,103.124,2500.169,275.160,5244,256.391
PositionBrain,112.751,2639.286,314.978,5416,213.200
PositionBrain,116.523,2776.328,243.188,5709,229.607
PositionBrain,104.817,2908.068,322.726,5146,213.239
PositionBrain,100.209,3028.446,237.198,5152,200.462
PositionBrain,108.070,3160.934,293.051,5123,225.931
PositionBrain,111.765,3297.472,277.546,5289,231.482
PositionBrain,105.867,3431.875,329.699,5347,226.345
PositionBrain,103.266,3557.680,262.579,5245,254.236
PositionBrain,105.046,3685.209,264.600,5355,239.296
PositionBrain,110.959,3823.972,325.783,5448,218.982
PositionBrain,110.078,3955.452,255.351,5330,263.414
PositionBrain,112.679,4091.824,280.148,5135,194.798
PositionBrain,120.139,4245.971,396.789,5572,262.033
PositionBrain,101.969,4369.547,241.606,5215,282.735
PositionBrain,106.363,4496.389,242.555,5245,243.157
PositionBrain,119.076,4641.449,292.997,5209,228.039
PositionBrain,109.869,4777.707,311.044,5181,242.744
PositionBrain,118.821,4921.918,298.364,5383,202.196
PositionBrain,108.428,5054.198,273.626,5148,247.627
PositionBrain,106.598,5186.343,299.000,5302,206.227
PositionBrain,102.608,5316.441,320.777,5191,250.005
PositionBrain,108.476,5449.424,289.466,5141,200.046
PositionBrain,118.682,5594.464,306.587,5331,320.866
PositionBrain,107.066,5724.618,261.671,5230,232.041
PositionBrain,104.450,5856.511,332.891,5183,261.177
PositionBrain,107.828,5984.191,232.620,5331,265.971
PositionBrain,109.160,6121.964,348.059,5347,257.365
PositionBrain,106.730,6253.709,290.201,5147,243.411
PositionBrain,108.504,6384.652,262.197,5162,256.999
PositionBrain,108.090,6521.032,332.397,5383,239.616
