Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
PositionBrain,37.302,76.465,426.011,5361,254.141
PositionBrain,36.647,141.734,320.855,5538,283.030
PositionBrain,34.837,201.756,295.007,5265,307.865
PositionBrain,33.025,257.415,267.374,5277,278.757
PositionBrain,32.131,318.377,330.360,5177,322.765
PositionBrain,31.844,371.086,246.848,5299,238.182
PositionBrain,35.805,426.889,224.918,5437,295.822
PositionBrain,34.151,488.118,305.506,5388,270.737
PositionBrain,31.109,541.940,256.028,5174,323.215
PositionBrain,34.611,600.185,271.479,5145,267.661
PositionBrain,31.699,659.955,317.534,5140,277.313
PositionBrain,31.688,711.980,216.668,5143,294.302
PositionBrain,35.219,775.600,338.749,5169,234.146
PositionBrain,35.494,836.845,289.470,5193,323.360
PositionBrain,38.968,901.215,290.763,5445,330.232
PositionBrain,35.705,957.654,238.580,5320,266.057
PositionBrain,31.550,1014.885,285.141,5123,194.539
PositionBrain,31.500,1071.558,287.263,5136,226.896
PositionBrain,34.277,1132.277,308.135,5123,232.708
PositionBrain,33.409,1184.439,215.610,5123,180.859
PositionBrain,31.629,1242.222,289.814,5205,230.027
PositionBrain,32.530,1296.040,247.277,5168,206.886
PositionBrain,32.239,1349.923,245.200,5132,178.547
PositionBrain,33.879,1405.952,260.978,5131,196.813
PositionBrain,31.587,1461.818,283.037,5147,211.354
PositionBrain,33.417,1519.365,267.956,5160,168.693
PositionBrain,34.242,1576.959,258.384,5151,155.614
PositionBrain,33.938,1636.118,279.093,5136,166.488
PositionBrain,31.989,1696.047,323.350,5146,156.080
PositionBrain,31.709,1753.685,284.157,5151,144.597
PositionBrain,33.263,1814.702,326.845,5128,176.415
PositionBrain,30.281,1869.174,275.068,5129,165.861
PositionBrain,31.966,1925.506,271.450,5122,171.491
PositionBrain,36.815,1990.874,316.886,5177,149.801
PositionBrain,35.081,2054.425,307.969,5130,174.156
PositionBrain,37.156,2119.909,323.708,5149,181.221
PositionBrain,33.881,2181.606,307.286,5136,170.843
PositionBrain,33.816,2243.991,308.271,5122,196.615
PositionBrain,31.740,2302.469,289.498,5128,197.045
PositionBrain,30.777,2359.107,277.744,5129,201.549
PositionBrain,33.696,2418.801,282.600,5125,184.534
PositionBrain,32.875,2482.897,368.736,5125,219.049
PositionBrain,32.791,2541.886,280.338,5140,240.201
PositionBrain,31.573,2601.915,317.130,5127,209.498
PositionBrain,33.458,2663.908,316.625,5127,215.049
PositionBrain,34.268,2727.944,319.561,5128,233.002
PositionBrain,34.082,2791.575,323.078,5131,254.626
PositionBrain,31.158,2854.060,351.736,5135,246.860
PositionBrain,30.402,2912.222,300.630,5127,259.030
PositionBrain,33.060,2972.412,295.014,5137,236.816
PositionBrain,37.026,3040.589,333.461,5160,271.169
PositionBrain,37.434,3109.117,331.681,5121,259.693
PositionBrain,37.023,3178.694,331.310,5123,275.506
PositionBrain,34.062,3243.345,326.281,5128,296.244
PositionBrain,33.057,3306.216,311.394,5122,268.478
PositionBrain,30.705,3367.854,336.499,5137,272.133
PositionBrain,32.572,3429.017,295.232,5134,302.831
PositionBrain,29.902,3487.163,297.280,5128,309.019
PositionBrain,30.847,3546.913,313.998,5125,296.361
PositionBrain,32.560,3608.815,330.084,5127,299.645
PositionBrain,32.003,3671.290,332.999,5126,314.604
PositionBrain,33.443,3735.867,346.833,5145,315.873
PositionBrain,33.888,3800.088,315.677,5122,354.896
PositionBrain,31.604,3861.288,316.616,5132,327.984
PositionBrain,31.024,3923.062,340.529,5143,386.914
PositionBrain,31.114,3983.183,315.293,5123,363.806
PositionBrain,32.161,4044.050,307.118,5121,364.230
PositionBrain,34.522,4110.795,339.259,5124,360.498
PositionBrain,37.139,4180.610,349.976,5121,369.003
PositionBrain,36.852,4249.771,352.562,5121,382.948
PositionBrain,30.903,4312.598,337.144,5126,369.501
PositionBrain,32.552,4373.858,314.422,5123,372.702
PositionBrain,31.773,4435.814,324.334,5135,392.874
PositionBrain,31.991,4499.018,326.429,5123,417.313
PositionBrain,29.971,4559.455,315.757,5127,415.537
PositionBrain,31.967,4619.749,305.694,5122,424.932
PositionBrain,31.026,4679.554,308.156,5134,418.823
PositionBrain,33.577,4743.611,317.165,5125,411.169
PositionBrain,33.759,4808.549,334.910,5125,439.173
PositionBrain,31.809,4872.548,350.984,5125,428.629
PositionBrain,33.398,4937.048,334.827,5128,443.937
PositionBrain,34.042,5004.037,361.286,5123,443.008
PositionBrain,32.108,5067.072,322.289,5126,458.170
PositionBrain,29.848,5130.219,358.535,5132,443.109
PositionBrain,31.950,5190.613,308.050,5128,457.550
PositionBrain,34.657,5258.561,360.519,5128,462.194
PositionBrain,36.591,5328.961,355.675,5123,470.974
PositionBrain,37.096,5399.406,341.460,5130,483.941
PositionBrain,32.433,5465.490,359.018,5121,504.867
PositionBrain,33.646,5530.856,342.244,5126,489.610
PositionBrain,31.332,5591.592,304.525,5128,503.509
PositionBrain,33.082,5655.841,317.333,5125,504.934
PositionBrain,30.504,5716.436,319.819,5136,508.947
PositionBrain,30.688,5777.940,328.242,5131,533.029
PositionBrain,33.743,5842.365,317.122,5122,513.763
PositionBrain,32.182,5906.607,329.551,5122,551.849
PositionBrain,32.128,5969.795,326.857,5122,529.440
PositionBrain,32.170,6034.497,344.959,5125,562.154
PositionBrain,30.287,6096.394,334.501,5121,559.596
PositionBrain,32.532,6163.822,380.633,5129,570.824
PositionBrain,33.057,6227.752,323.098,5123,551.253
PositionBrain,32.469,6291.074,313.830,5132,576.562
PositionBrain,36.205,6359.424,325.415,5129,569.839
PositionBrain,36.640,6430.820,374.751,5127,591.158
PositionBrain,34.973,6500.650,371.550,5127,568.037
PositionBrain,36.210,6571.368,347.099,5121,611.045
PositionBrain,33.678,6638.509,353.392,5131,603.665
PositionBrain,31.709,6701.841,332.232,5121,626.394
PositionBrain,33.611,6770.654,394.489,5134,607.376
PositionBrain,32.826,6846.275,527.123,5427,127.790
PositionBrain,31.632,6890.689,130.487,5125,594.821
PositionBrain,33.870,6957.025,338.080,5125,629.900
PositionBrain,33.288,7023.040,342.295,5132,637.764
