Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
TransportBrain,18.280,1872.838,291.502,5138,0.233
TransportBrain,19.167,1921.301,316.058,5127,0.178
TransportBrain,17.746,1969.319,327.771,5135,0.175
TransportBrain,16.960,2011.721,252.494,5126,0.193
TransportBrain,18.463,2057.929,295.194,5122,0.174
TransportBrain,18.388,2104.854,298.566,5124,0.206
TransportBrain,18.125,2150.263,282.683,5128,0.178
TransportBrain,17.412,2195.071,279.616,5123,0.153
TransportBrain,17.562,2239.906,278.222,5128,0.130
TransportBrain,17.850,2284.747,278.385,5125,0.138
TransportBrain,18.549,2333.141,322.690,5124,0.210
TransportBrain,18.809,2381.577,318.513,5131,0.213
TransportBrain,17.961,2429.622,324.995,5146,0.164
TransportBrain,18.015,2473.569,255.860,5125,0.162
TransportBrain,18.578,2521.775,322.252,5124,0.147
TransportBrain,18.969,2570.077,311.694,5123,0.194
TransportBrain,18.202,2616.825,296.974,5128,0.238
TransportBrain,19.471,2665.696,298.154,5137,0.261
TransportBrain,15.795,2706.682,248.997,5124,0.253
TransportBrain,16.070,2747.384,246.733,5129,0.295
TransportBrain,16.366,2790.318,274.016,5134,0.278
TransportBrain,16.624,2833.755,283.710,5128,0.356
TransportBrain,15.886,2876.089,280.376,5123,0.335
TransportBrain,15.986,2915.851,237.952,5127,0.325
TransportBrain,17.488,2958.395,249.518,5122,0.401
TransportBrain,16.256,3002.085,290.726,5122,0.367
TransportBrain,16.377,3044.080,266.555,5123,0.404
TransportBrain,15.938,3084.409,243.294,5140,0.549
TransportBrain,15.911,3124.716,247.835,5126,0.397
TransportBrain,15.789,3165.011,248.022,5126,0.512
TransportBrain,16.718,3208.135,274.759,5134,0.453
TransportBrain,16.358,3251.713,288.802,5129,0.429
TransportBrain,16.044,3294.946,283.637,5138,0.509
TransportBrain,15.625,3333.931,228.659,5129,0.489
TransportBrain,16.480,3374.580,242.862,5135,0.512
TransportBrain,16.786,3418.297,284.759,5137,0.462
TransportBrain,16.733,3461.753,281.663,5121,0.475
TransportBrain,15.850,3500.271,214.252,5137,0.436
TransportBrain,15.898,3539.903,238.485,5127,0.485
TransportBrain,15.560,3579.779,243.704,5127,0.449
TransportBrain,15.824,3620.631,255.027,5128,0.379
TransportBrain,17.172,3662.977,256.665,5132,0.446
TransportBrain,16.771,3707.238,295.732,5126,0.549
TransportBrain,16.729,3751.047,284.701,5122,0.404
TransportBrain,16.390,3793.857,275.410,5129,0.509
TransportBrain,15.871,3832.810,222.664,5124,0.541
TransportBrain,16.552,3875.908,276.587,5125,0.535
TransportBrain,16.225,3919.386,291.732,5123,0.544
TransportBrain,15.915,3961.144,266.590,5131,0.611
TransportBrain,16.858,4001.759,233.253,5123,0.639
TransportBrain,15.801,4042.545,253.889,5122,0.537
TransportBrain,15.816,4082.038,237.672,5127,0.601
TransportBrain,15.996,4122.292,245.261,5126,0.595
TransportBrain,16.662,4163.688,251.379,5122,0.529
TransportBrain,16.544,4207.485,292.806,5124,0.614
TransportBrain,16.091,4250.740,289.242,5130,0.579
TransportBrain,16.135,4291.300,248.228,5121,0.582
TransportBrain,16.197,4331.177,237.319,5126,0.500
TransportBrain,16.431,4373.887,275.128,5130,0.559
TransportBrain,15.571,4416.059,279.070,5125,0.500
TransportBrain,16.651,4456.902,246.884,5139,0.597
TransportBrain,15.631,4496.112,234.297,5125,0.577
TransportBrain,15.906,4536.484,242.804,5121,0.498
TransportBrain,16.051,4577.051,246.988,5124,0.512
TransportBrain,16.590,4621.100,292.634,5124,0.603
TransportBrain,16.613,4665.129,291.229,5131,0.487
TransportBrain,15.766,4707.367,278.366,5126,0.414
TransportBrain,15.519,4746.120,229.030,5124,0.484
TransportBrain,16.393,4786.188,232.962,5124,0.489
TransportBrain,15.948,4827.879,264.629,5121,0.372
TransportBrain,16.112,4869.041,256.088,5126,0.586
TransportBrain,15.889,4909.809,249.558,5141,0.582
TransportBrain,15.574,4949.695,241.220,5139,0.482
TransportBrain,16.678,4990.894,248.032,5126,0.562
TransportBrain,16.348,5033.751,277.153,5133,0.501
TransportBrain,16.421,5077.158,281.631,5126,0.459
TransportBrain,15.323,5117.787,258.979,5124,0.554
TransportBrain,15.372,5156.939,238.181,5129,0.568
TransportBrain,16.337,5199.789,275.329,5122,0.610
TransportBrain,16.313,5243.172,285.608,5123,0.484
TransportBrain,15.842,5284.793,260.947,5129,0.482
TransportBrain,15.773,5325.955,259.440,5128,0.511
TransportBrain,15.977,5366.873,253.120,5123,0.538
TransportBrain,17.005,5408.860,254.112,5122,0.553
TransportBrain,16.804,5453.093,288.200,5121,0.429
TransportBrain,16.508,5497.250,286.966,5124,0.475
TransportBrain,15.796,5537.323,244.654,5127,0.453
TransportBrain,15.568,5577.437,243.383,5131,0.627
TransportBrain,16.551,5620.725,278.899,5130,0.570
TransportBrain,16.308,5662.977,268.496,5124,0.565
TransportBrain,16.203,5704.297,255.828,5123,0.607
TransportBrain,15.599,5745.015,258.950,5130,0.560
TransportBrain,16.101,5786.428,258.241,5135,0.537
TransportBrain,16.508,5830.358,289.764,5131,0.774
TransportBrain,16.623,5873.765,279.110,5123,0.654
TransportBrain,15.328,5915.051,266.020,5127,0.583
TransportBrain,15.283,5953.714,230.060,5129,0.700
TransportBrain,16.342,5993.610,234.224,5127,0.699
