Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
TransportBrain,4.641,1984.197,299.205,5129,1.387
TransportBrain,4.369,2015.487,288.650,5133,1.589
TransportBrain,4.372,2046.663,278.838,5129,1.497
TransportBrain,4.255,2077.462,284.135,5125,1.577
TransportBrain,4.386,2108.121,280.554,5131,1.820
TransportBrain,4.420,2138.104,260.808,5141,1.652
TransportBrain,4.347,2169.115,274.194,5128,1.919
TransportBrain,4.472,2199.390,257.827,5130,1.940
TransportBrain,4.444,2230.700,276.573,5123,2.035
TransportBrain,4.441,2260.976,258.232,5123,1.927
TransportBrain,4.449,2291.465,259.810,5130,2.214
TransportBrain,4.391,2323.043,283.048,5122,2.017
TransportBrain,4.642,2356.004,308.902,5131,2.281
TransportBrain,4.691,2389.970,316.827,5121,2.172
TransportBrain,4.676,2423.690,314.116,5123,2.355
TransportBrain,4.461,2457.401,315.662,5132,2.353
TransportBrain,4.516,2490.306,302.113,5128,2.377
TransportBrain,4.767,2523.287,299.732,5121,2.376
TransportBrain,4.499,2556.721,304.774,5121,2.666
TransportBrain,4.478,2589.669,306.470,5122,2.533
TransportBrain,4.374,2622.216,304.321,5122,2.630
TransportBrain,4.193,2654.214,300.287,5126,2.617
TransportBrain,4.252,2686.609,306.189,5130,2.501
TransportBrain,4.272,2718.790,298.142,5127,2.727
TransportBrain,4.191,2751.102,301.647,5124,2.953
TransportBrain,4.143,2781.403,269.970,5128,3.004
TransportBrain,4.323,2811.664,264.103,5133,3.060
TransportBrain,4.017,2841.067,264.207,5130,3.045
TransportBrain,4.351,2871.984,277.994,5133,3.091
TransportBrain,4.375,2902.113,271.485,5123,2.970
TransportBrain,4.444,2931.467,254.678,5124,3.016
TransportBrain,4.471,2960.348,243.770,5140,3.330
TransportBrain,4.466,2990.089,256.750,5133,3.145
TransportBrain,4.186,3018.503,242.729,5128,3.120
TransportBrain,4.424,3050.923,291.380,5127,3.411
TransportBrain,4.380,3084.316,319.099,5134,3.367
TransportBrain,4.449,3117.368,313.630,5125,3.346
TransportBrain,4.467,3150.085,301.308,5132,3.386
TransportBrain,4.513,3183.308,317.067,5129,3.495
TransportBrain,4.487,3217.689,331.339,5125,3.681
TransportBrain,3.973,3248.841,288.771,5123,3.567
TransportBrain,3.973,3276.188,225.474,5122,3.597
TransportBrain,3.959,3304.630,240.364,5128,3.510
TransportBrain,4.116,3333.100,241.601,5135,3.840
TransportBrain,3.937,3361.315,239.043,5126,3.898
TransportBrain,4.510,3390.460,246.932,5122,3.839
TransportBrain,4.293,3421.827,280.807,5125,3.880
TransportBrain,4.460,3453.458,287.856,5122,3.738
TransportBrain,4.499,3484.596,274.334,5123,3.910
TransportBrain,4.413,3516.338,287.279,5139,3.856
TransportBrain,4.416,3547.878,282.004,5137,3.960
TransportBrain,4.233,3578.072,266.183,5126,3.943
TransportBrain,4.133,3608.222,262.337,5123,4.064
TransportBrain,4.491,3639.661,273.917,5126,3.861
TransportBrain,4.418,3670.771,269.495,5122,4.061
TransportBrain,4.370,3702.095,275.891,5131,4.159
TransportBrain,4.205,3733.358,274.249,5125,4.300
TransportBrain,4.394,3764.074,267.778,5122,4.190
TransportBrain,4.248,3795.426,276.661,5122,4.123
TransportBrain,4.351,3826.082,271.741,5122,4.158
TransportBrain,4.365,3857.037,275.748,5121,4.175
TransportBrain,4.357,3888.024,274.659,5130,4.316
TransportBrain,4.279,3918.803,272.172,5144,4.199
TransportBrain,4.875,3953.283,320.254,5127,4.490
TransportBrain,5.099,3990.924,360.267,5125,4.616
TransportBrain,4.963,4025.654,324.780,5121,4.304
TransportBrain,4.835,4059.790,313.984,5126,4.337
TransportBrain,4.880,4093.336,306.855,5132,4.727
TransportBrain,4.600,4127.870,327.893,5148,4.515
TransportBrain,4.531,4162.854,333.972,5129,4.664
TransportBrain,5.115,4198.401,328.487,5137,4.697
TransportBrain,4.837,4234.371,335.875,5122,4.702
TransportBrain,5.229,4272.721,360.749,5124,4.620
TransportBrain,4.335,4302.849,260.725,5123,4.550
TransportBrain,4.274,4334.282,278.687,5125,4.635
TransportBrain,4.520,4364.831,268.947,5123,4.950
TransportBrain,4.432,4396.500,286.403,5130,4.822
TransportBrain,4.328,4429.663,311.982,5129,4.994
TransportBrain,4.372,4462.256,305.305,5144,5.155
TransportBrain,4.383,4494.945,309.661,5124,5.010
TransportBrain,4.431,4528.224,320.702,5131,4.809
TransportBrain,4.296,4561.058,315.431,5124,5.220
TransportBrain,4.448,4593.875,304.570,5128,5.019
TransportBrain,4.478,4626.240,299.926,5125,4.990
TransportBrain,4.283,4656.503,270.372,5121,5.216
TransportBrain,4.062,4686.170,266.049,5125,5.184
TransportBrain,4.352,4716.316,267.968,5127,5.226
TransportBrain,4.345,4747.979,284.838,5122,5.093
TransportBrain,4.424,4778.748,272.886,5130,5.020
TransportBrain,4.563,4807.997,246.585,5127,5.189
TransportBrain,4.398,4839.361,277.664,5127,5.055
TransportBrain,4.039,4868.239,248.822,5129,5.016
TransportBrain,3.784,4895.776,237.477,5129,5.307
TransportBrain,3.998,4923.780,242.013,5133,5.360
TransportBrain,3.773,4950.889,231.772,5124,5.301
TransportBrain,4.250,4980.850,264.673,5127,5.271
TransportBrain,4.363,5010.910,266.210,5125,5.406
TransportBrain,4.128,5041.181,276.783,5125,5.591
TransportBrain,4.336,5072.436,284.586,5134,5.190
TransportBrain,4.251,5103.030,275.915,5122,5.257
TransportBrain,4.068,5132.971,271.974,5121,5.537
TransportBrain,4.183,5162.599,267.559,5124,5.518
TransportBrain,4.589,5192.221,259.149,5121,5.568
TransportBrain,4.397,5221.705,254.765,5121,5.222
TransportBrain,4.670,5254.008,287.932,5128,5.401
TransportBrain,4.398,5285.002,279.321,5129,5.556
TransportBrain,4.482,5316.024,271.438,5128,5.289
TransportBrain,4.355,5348.622,305.739,5124,5.614
TransportBrain,4.450,5381.910,317.229,5142,5.534
TransportBrain,4.282,5415.154,317.900,5121,5.656
TransportBrain,4.383,5447.757,308.141,5130,5.695
TransportBrain,4.489,5481.113,320.603,5124,5.694
TransportBrain,4.381,5513.549,305.504,5128,5.580
TransportBrain,4.358,5545.916,300.359,5127,5.454
TransportBrain,4.021,5574.494,243.019,5128,5.712
TransportBrain,4.064,5602.122,234.781,5122,5.596
TransportBrain,4.067,5629.481,225.970,5123,5.761
TransportBrain,4.258,5657.751,235.000,5123,5.596
TransportBrain,4.649,5689.347,285.148,5135,5.662
TransportBrain,4.339,5720.578,288.134,5136,5.619
TransportBrain,4.406,5751.119,274.783,5131,5.503
TransportBrain,4.415,5781.872,274.509,5128,5.917
TransportBrain,4.464,5813.302,281.201,5125,5.850
TransportBrain,4.554,5846.144,296.895,5129,5.920
TransportBrain,4.699,5880.816,327.745,5123,5.748
TransportBrain,4.679,5915.684,331.189,5126,5.874
TransportBrain,4.629,5949.323,314.161,5121,6.098
TransportBrain,4.772,5984.507,334.057,5123,5.811
TransportBrain,4.702,6019.712,337.856,5123,6.089
TransportBrain,4.721,6053.851,318.334,5122,5.676
TransportBrain,4.563,6088.489,328.538,5136,5.881
TransportBrain,4.565,6122.530,322.503,5128,6.059
TransportBrain,4.474,6156.197,318.540,5124,6.024
TransportBrain,4.644,6189.702,313.753,5121,6.100
TransportBrain,4.646,6223.297,312.606,5135,6.011
TransportBrain,4.397,6256.340,311.012,5124,6.026
TransportBrain,4.459,6288.883,305.726,5128,6.029
TransportBrain,4.390,6322.121,317.679,5124,5.954
TransportBrain,4.390,6354.201,292.506,5128,5.916
TransportBrain,4.477,6386.929,308.318,5129,6.151
TransportBrain,4.392,6418.693,297.499,5136,6.071
TransportBrain,4.388,6448.701,266.872,5121,6.029
TransportBrain,4.311,6482.184,321.925,5129,5.884
TransportBrain,4.325,6515.032,309.757,5130,6.235
TransportBrain,4.450,6547.243,296.336,5129,6.048
TransportBrain,4.372,6578.400,282.206,5121,6.000
TransportBrain,3.997,6607.358,253.023,5123,6.203
TransportBrain,4.327,6636.142,247.440,5129,6.324
TransportBrain,4.351,6664.562,239.835,5123,6.317
TransportBrain,3.888,6691.337,221.425,5124,6.382
TransportBrain,3.946,6718.431,228.873,5122,5.997
TransportBrain,4.277,6747.416,251.916,5134,6.313
TransportBrain,4.114,6777.316,270.924,5123,6.325
TransportBrain,4.273,6806.831,259.413,5122,6.431
TransportBrain,4.227,6837.576,280.769,5128,6.354
TransportBrain,4.324,6868.797,285.498,5123,6.451
TransportBrain,4.141,6898.568,267.867,5122,6.505
TransportBrain,4.441,6929.098,274.540,5126,6.286
TransportBrain,4.392,6959.205,266.479,5123,6.197
TransportBrain,4.515,6992.873,311.956,5133,6.316
TransportBrain,4.498,7026.150,302.303,5125,6.177
TransportBrain,4.461,7059.549,305.185,5130,6.255
TransportBrain,4.500,7092.656,306.902,5125,6.376
TransportBrain,4.395,7125.250,306.831,5126,6.243
