Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
TransportBrain,4.701,2927.494,290.866,5125,5.704
TransportBrain,4.645,2961.521,324.309,5135,5.456
TransportBrain,4.733,2994.924,312.239,5134,5.635
TransportBrain,4.399,3026.253,286.763,5124,5.664
TransportBrain,4.444,3055.313,242.071,5124,5.564
TransportBrain,4.302,3086.607,280.484,5122,5.781
TransportBrain,4.278,3115.779,247.145,5126,5.836
TransportBrain,4.187,3145.169,254.239,5126,5.856
TransportBrain,4.185,3173.885,233.913,5126,5.775
TransportBrain,4.789,3206.233,292.733,5142,6.162
TransportBrain,4.743,3238.698,304.969,5121,6.040
TransportBrain,4.687,3272.083,313.089,5130,5.865
TransportBrain,4.414,3304.599,307.342,5130,5.883
TransportBrain,4.313,3336.501,295.230,5125,5.791
TransportBrain,4.681,3366.798,264.370,5132,5.827
TransportBrain,4.793,3400.447,318.446,5132,5.759
TransportBrain,4.468,3432.680,295.584,5124,6.178
TransportBrain,4.591,3464.342,287.645,5127,6.147
TransportBrain,4.512,3495.815,287.445,5133,6.231
TransportBrain,4.697,3527.301,276.590,5128,6.048
TransportBrain,4.027,3558.410,281.692,5128,6.209
TransportBrain,4.310,3588.194,256.002,5121,6.194
TransportBrain,4.404,3617.887,258.582,5128,6.390
TransportBrain,4.322,3647.810,261.722,5122,6.266
TransportBrain,4.174,3681.036,314.737,5134,6.436
TransportBrain,4.496,3715.054,333.144,5123,6.458
TransportBrain,4.846,3748.834,320.945,5121,6.439
TransportBrain,4.851,3782.167,312.787,5134,6.512
TransportBrain,4.905,3816.348,322.308,5128,6.578
TransportBrain,5.070,3852.357,339.966,5126,6.354
TransportBrain,5.046,3888.792,349.887,5134,6.367
TransportBrain,4.384,3921.728,308.097,5121,6.417
TransportBrain,4.336,3951.105,250.584,5126,6.648
TransportBrain,4.378,3979.617,228.649,5127,6.990
TransportBrain,4.355,4008.594,242.798,5126,6.859
TransportBrain,4.348,4040.184,283.716,5135,6.835
TransportBrain,4.808,4074.326,321.162,5131,6.720
TransportBrain,4.334,4105.443,274.109,5127,6.854
TransportBrain,4.569,4135.722,255.432,5144,6.782
TransportBrain,4.337,4165.755,262.265,5127,6.621
TransportBrain,4.268,4195.542,258.185,5130,6.839
TransportBrain,5.091,4229.153,300.051,5130,6.750
TransportBrain,4.225,4260.550,285.007,5124,6.536
TransportBrain,3.957,4289.011,251.682,5135,6.738
TransportBrain,4.211,4318.240,253.967,5126,6.888
TransportBrain,3.993,4346.748,248.481,5121,6.972
TransportBrain,3.879,4374.005,229.531,5122,6.888
TransportBrain,3.918,4402.387,252.234,5137,6.827
TransportBrain,4.074,4431.747,266.314,5139,6.581
TransportBrain,4.095,4460.663,258.971,5122,6.906
TransportBrain,4.013,4488.614,242.618,5134,6.773
TransportBrain,3.804,4515.477,227.466,5130,7.140
TransportBrain,3.910,4542.741,235.836,5122,6.812
TransportBrain,4.297,4571.005,242.688,5143,6.871
TransportBrain,4.333,4603.859,313.091,5124,6.740
TransportBrain,4.139,4635.380,295.766,5128,6.819
TransportBrain,4.246,4666.409,284.875,5122,6.936
TransportBrain,4.155,4694.829,253.384,5135,6.994
TransportBrain,3.965,4722.811,248.769,5131,6.901
TransportBrain,4.120,4750.374,237.998,5125,7.073
TransportBrain,4.273,4782.338,296.065,5127,7.018
TransportBrain,4.138,4813.624,288.988,5138,7.019
TransportBrain,4.127,4844.646,284.840,5126,7.274
TransportBrain,3.997,4871.940,235.419,5139,7.193
TransportBrain,3.869,4898.248,223.529,5123,7.332
TransportBrain,4.071,4924.878,228.059,5121,7.377
TransportBrain,3.888,4953.495,256.673,5129,7.391
TransportBrain,3.925,4982.092,249.931,5130,7.434
TransportBrain,4.025,5012.225,283.440,5140,7.252
TransportBrain,3.976,5040.843,256.340,5133,7.477
TransportBrain,3.822,5067.335,226.662,5138,7.548
TransportBrain,3.803,5093.221,218.315,5121,7.548
TransportBrain,4.505,5120.864,228.427,5124,7.393
TransportBrain,4.437,5152.104,286.032,5130,7.595
TransportBrain,4.149,5182.364,276.756,5121,7.600
TransportBrain,4.151,5210.978,255.046,5139,7.492
TransportBrain,4.205,5238.186,233.594,5147,7.335
TransportBrain,4.208,5264.878,222.770,5124,7.703
TransportBrain,4.316,5291.234,215.146,5128,7.427
TransportBrain,3.994,5318.989,239.391,5133,7.656
TransportBrain,3.996,5345.385,216.205,5131,7.637
TransportBrain,3.921,5372.253,230.144,5127,7.668
TransportBrain,4.310,5399.343,223.615,5136,7.691
TransportBrain,4.101,5428.707,262.565,5135,7.700
TransportBrain,4.018,5458.383,272.786,5123,7.640
TransportBrain,4.042,5487.646,263.002,5134,7.585
TransportBrain,3.817,5514.230,226.993,5141,7.815
TransportBrain,3.945,5540.699,224.784,5126,7.709
TransportBrain,3.816,5567.229,225.043,5124,7.674
TransportBrain,4.175,5596.120,255.238,5124,7.555
TransportBrain,4.250,5624.609,247.948,5130,7.793
TransportBrain,4.230,5653.060,252.632,5127,7.725
TransportBrain,4.154,5680.958,244.630,5123,7.741
TransportBrain,4.220,5709.568,248.672,5122,7.697
TransportBrain,4.334,5739.859,268.447,5130,7.721
TransportBrain,3.897,5769.226,270.670,5128,7.793
TransportBrain,3.774,5795.333,219.380,5140,7.639
TransportBrain,4.004,5821.451,215.775,5127,7.641
TransportBrain,3.773,5847.574,220.069,5124,7.939
TransportBrain,3.960,5875.737,248.258,5127,8.014
TransportBrain,3.871,5905.096,268.544,5121,7.874
TransportBrain,4.078,5934.587,267.332,5132,7.855
TransportBrain,3.882,5963.715,260.291,5124,7.748
TransportBrain,3.834,5990.353,226.449,5127,7.811
TransportBrain,3.964,6016.632,220.546,5125,7.920
TransportBrain,4.173,6043.851,231.814,5138,7.957
TransportBrain,4.130,6072.720,257.522,5122,7.914
TransportBrain,4.250,6100.968,252.775,5121,7.890
TransportBrain,4.193,6128.844,245.080,5121,7.874
TransportBrain,4.179,6156.970,242.997,5150,8.038
TransportBrain,4.254,6187.114,274.237,5122,7.998
TransportBrain,4.258,6217.475,281.162,5126,8.056
TransportBrain,3.820,6244.057,224.659,5147,8.034
TransportBrain,3.899,6270.201,220.908,5132,8.081
TransportBrain,3.924,6296.229,215.348,5127,8.018
TransportBrain,4.110,6323.354,227.805,5125,7.926
TransportBrain,4.085,6352.936,270.693,5127,7.999
TransportBrain,3.922,6382.091,267.413,5135,8.063
TransportBrain,4.014,6411.553,261.269,5134,8.111
TransportBrain,3.812,6437.938,226.252,5135,8.057
TransportBrain,3.991,6464.670,229.863,5129,8.062
TransportBrain,3.833,6491.311,227.676,5135,8.025
TransportBrain,4.170,6519.817,250.192,5126,8.037
TransportBrain,4.306,6548.528,254.189,5127,8.156
TransportBrain,4.129,6576.823,247.934,5124,8.076
TransportBrain,4.302,6606.006,261.348,5126,8.092
TransportBrain,4.327,6636.384,277.764,5125,8.103
